Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,Salinity,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2002-03-11,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.91,,,19.6,
2002-03-12,,3,21,,0.56,3.99,,0.8,,,40.75,,3.49,4.6,2002,15.84,,,19.8,
2002-03-13,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.49,,,19.4,
2002-03-14,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.54,,,19.2,
2002-03-15,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.41,,,18.8,
2002-03-16,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.89,,,18.9,
2002-03-17,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,19.73,,,19.3,
2002-03-18,,3,,,0.56,3.99,,0.7,,,40.75,,3.49,5.2,2002,18,,,18.2,
2002-03-19,,3,19,,0.56,3.99,,0.8,,,40.75,,3.49,5,2002,16.89,,,19,
2002-03-20,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.66,,,19.5,
2002-03-21,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.34,,,19.7,
2002-03-22,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.2,,,19.7,
2002-03-23,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,21.77,,,19.7,
2002-03-24,,3,,,0.56,3.99,,0.7,,,40.75,,3.49,5.4,2002,17.4,,,19.4,
2002-03-25,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.32,,,19.4,
2002-03-26,,3,21,,0.56,3.99,,0.9,,,40.75,,3.49,7,2002,17.12,,,19.5,
2002-03-27,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.94,,,19.8,
2002-03-28,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.42,,,20.1,
2002-03-29,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.31,,,20,
2002-03-30,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.87,,,20.3,
2002-03-31,,3,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.71,,,20.4,
2002-04-01,,4,,,0.56,3.99,,0.8,,,40.75,,3.49,5.8,2002,16.07,,,20.2,
2002-04-02,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.83,,,20.1,
2002-04-03,,4,,,0.56,3.99,,0.8,,,40.75,,3.49,7.4,2002,15.61,,,20.1,
2002-04-04,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.66,,,20.2,
2002-04-05,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.33,,,20.2,
2002-04-06,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.84,,,20.7,
2002-04-07,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.54,,,20.3,
2002-04-08,,4,,,0.56,3.99,,0.8,,,40.75,,3.49,7,2002,15.91,,,20.5,
2002-04-09,,4,24,,0.56,3.99,,0.8,,,40.75,,3.49,6.2,2002,15.13,,,20.4,
2002-04-10,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.07,,,20.4,
2002-04-11,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.91,,,20.8,
2002-04-12,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.23,,,20.7,
2002-04-13,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.36,,,20.8,
2002-04-14,,4,,,0.56,3.99,,0.8,,,40.75,,3.49,7.6,2002,15.31,,,21.5,
2002-04-15,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.99,,,19.8,
2002-04-16,,4,24,,0.56,3.99,,0.7,,,40.75,,3.49,4,2002,15.56,,,20.1,
2002-04-17,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.22,,,20.2,
2002-04-18,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.09,,,20.1,
2002-04-19,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.56,,,20.3,
2002-04-20,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.18,,,20.5,
2002-04-21,,4,21,,0.56,3.99,,0.8,,,40.75,,3.49,6,2002,14.61,,,20.6,
2002-04-22,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.48,,,20.6,
2002-04-23,,4,,,0.56,3.99,,0.7,,,40.75,,3.49,6.4,2002,15.56,,,20.8,
2002-04-24,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.76,,,21,
2002-04-25,,4,,,0.56,3.99,,,,,40.75,,3.49,5.6,2002,15.79,,,21.1,
2002-04-26,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.01,,,20.8,
2002-04-27,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.8,,,20.5,
2002-04-28,,4,,,0.56,3.99,,0.7,,,40.75,,3.49,4.8,2002,15.06,,,20.7,
2002-04-29,,4,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.99,,,20.6,
2002-04-30,,4,21,,0.56,3.99,,0.7,,,40.75,,3.49,4.2,2002,15.54,,,20.5,
2002-05-01,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.51,,,20.3,
2002-05-02,,5,,,0.56,3.99,,,,,40.75,,3.49,5.2,2002,15.89,,,20.6,
2002-05-03,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.04,,,20.6,
2002-05-04,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.87,,,21.1,
2002-05-05,,5,,,0.56,3.99,,0.7,,,40.75,,3.49,6.8,2002,16.21,,,21.1,
2002-05-06,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.02,,,20.9,
2002-05-07,,5,27,,0.56,3.99,,0.7,,,40.75,,3.49,3.6,2002,15.41,,,20.7,
2002-05-08,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.61,,,20.9,
2002-05-09,,5,,,0.56,3.99,,,,,40.75,,3.49,3.4,2002,14.16,,,21,
2002-05-10,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.58,,,20.6,
2002-05-11,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.71,,,21.2,
2002-05-12,,5,24,,0.56,3.99,,0.7,,,40.75,,3.49,3.8,2002,14.99,,,21.4,
2002-05-13,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.29,,,21.5,
2002-05-14,,5,,,0.56,3.99,,0.8,,,40.75,,3.49,5,2002,15.97,,,21.5,
2002-05-15,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.51,,,21.6,
2002-05-16,,5,,,0.56,3.99,,,,,40.75,,3.49,3.8,2002,14.65,,,21.9,
2002-05-17,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.68,,,21.8,
2002-05-18,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.01,,,22.2,
2002-05-19,,5,,,0.56,3.99,,0.7,,,40.75,,3.49,4.4,2002,14.85,,,22.1,
2002-05-20,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,18.13,,,22.2,
2002-05-21,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.89,,,21.2,
2002-05-22,,5,23,,0.56,3.99,,0.8,,,40.75,,3.49,3.8,2002,14.5,,,21.6,
2002-05-23,,5,,,0.56,3.99,,,,,40.75,,3.49,3.4,2002,14.38,,,21.6,
2002-05-24,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.07,,,22.2,
2002-05-25,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.46,,,22.5,
2002-05-26,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,12.8,,,22.3,
2002-05-27,,5,,,0.56,3.99,,0.8,,,40.75,,3.49,4,2002,13.97,,,22.4,
2002-05-28,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.5,,,22.7,
2002-05-29,,5,,,0.56,3.99,,0.7,,,40.75,,3.49,4,2002,14.75,,,23,
2002-05-30,,5,22,,0.56,3.99,,,,,40.75,,3.49,3.8,2002,14.28,,,23.2,
2002-05-31,,5,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.81,,,22.9,
2002-06-01,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.2,,,22.7,
2002-06-02,,6,,,0.56,3.99,,0.7,,,40.75,,3.49,2.6,2002,13.95,,,22.8,
2002-06-03,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.46,,,22.5,
2002-06-04,,6,22,,0.56,3.99,,0.7,,,40.75,,3.49,3.4,2002,14.34,,,22.9,
2002-06-05,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.11,,,24.6,
2002-06-06,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.12,,,24.5,
2002-06-07,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.83,,,24.1,
2002-06-08,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.52,,,24.4,
2002-06-09,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.97,,,24.2,
2002-06-10,,6,,,0.56,3.99,,0.8,,,40.75,,3.49,3.6,2002,14.59,,,23.1,
2002-06-11,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.65,,,23.5,
2002-06-12,,6,24,,0.56,3.99,,0.8,,,40.75,,3.49,4.8,2002,15.37,,,23.5,
2002-06-13,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.79,,,23.4,
2002-06-14,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.89,,,23.2,
2002-06-15,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.66,,,23.7,
2002-06-16,,6,,,0.56,3.99,,0.8,,,40.75,,3.49,5,2002,13.44,,,22.5,
2002-06-17,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.5,,,23.8,
2002-06-18,,6,,,0.56,3.99,,0.7,,,40.75,,3.49,5.8,2002,13.79,,,23.9,
2002-06-19,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.83,,,23.8,
2002-06-20,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.85,,,23,
2002-06-21,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.64,,,22.7,
2002-06-22,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.36,,,23.1,
2002-06-23,,6,,,0.56,3.99,,0.8,,,40.75,,3.49,4,2002,13.79,,,23,
2002-06-24,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.2,,,23.1,
2002-06-25,,6,23,,0.56,3.99,,0.8,,,40.75,,3.49,3.8,2002,13.99,,,23.1,
2002-06-26,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.42,,,23.2,
2002-06-27,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.36,,,23.4,
2002-06-28,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.5,,,23,
2002-06-29,,6,,,0.56,3.99,,,,,40.75,,3.49,,2002,13.15,,,23.8,
2002-06-30,,6,,,0.56,3.99,,0.8,,,40.75,,3.49,4.5,2002,12.99,,,24,
2002-07-01,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.76,,,24,
2002-07-02,,7,24,,0.56,3.99,,0.8,,,40.75,,3.49,5.7,2002,16.68,,,23.8,
2002-07-03,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.17,,,23.8,
2002-07-04,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.15,,,23.9,
2002-07-05,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.84,,,23.7,
2002-07-06,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.67,,,23.7,
2002-07-07,,7,,,0.56,3.99,,0.8,,,40.75,,3.49,5.8,2002,15.26,,,24,
2002-07-08,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.41,,,23.6,
2002-07-09,,7,27,,0.56,3.99,,0.8,,,40.75,,3.49,7.2,2002,16.38,,,24,
2002-07-10,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.52,,,24.1,
2002-07-11,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.92,,,24.1,
2002-07-12,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.4,,,24.2,
2002-07-13,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.32,,,24.8,
2002-07-14,,7,,,0.56,3.99,,0.8,,,40.75,,3.49,4.7,2002,16.19,,,24.5,
2002-07-15,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.21,,,23.9,
2002-07-16,,7,21,,0.56,3.99,,0.7,,,40.75,,3.49,4.3,2002,17.1,,,23.8,
2002-07-17,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.04,,,23.8,
2002-07-18,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.14,,,23.9,
2002-07-19,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.19,,,24.1,
2002-07-20,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.1,,,24.8,
2002-07-21,,7,,,0.56,3.99,,0.8,,,40.75,,3.49,5.9,2002,15.87,,,24.8,
2002-07-22,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.86,,,24.2,
2002-07-23,,7,,,0.56,3.99,,0.8,,,40.75,,3.49,5.7,2002,17.01,,,24.4,
2002-07-24,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.82,,,24.5,
2002-07-25,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.48,,,24.2,
2002-07-26,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.18,,,24.2,
2002-07-27,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.91,,,24.7,
2002-07-28,,7,,,0.56,3.99,,0.8,,,40.75,,3.49,6,2002,15.85,,,24.9,
2002-07-29,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.57,,,24.5,
2002-07-30,,7,22,,0.56,3.99,,0.8,,,40.75,,3.49,4.4,2002,17.1,,,24.4,
2002-07-31,,7,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.84,,,24.6,
2002-08-01,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.76,,,24.6,
2002-08-02,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.5,,,24.8,
2002-08-03,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.4,,,25.1,
2002-08-04,,8,,,0.56,3.99,,0.9,,,40.75,,3.49,7.6,2002,16.19,,,24.9,
2002-08-05,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.73,,,24.5,
2002-08-06,,8,27,,0.56,3.99,,0.8,,,40.75,,3.49,8.2,2002,15.06,,,24.2,
2002-08-07,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.23,,,24.4,
2002-08-08,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.7,,,24.6,
2002-08-09,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.88,,,24.9,
2002-08-10,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,19.06,,,25.5,
2002-08-11,,8,,,0.56,3.99,,0.8,,,40.75,,3.49,9.7,2002,18.02,,,25.1,
2002-08-12,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.85,,,24.6,
2002-08-13,,8,29,,0.56,3.99,,0.8,,,40.75,,3.49,9.4,2002,17.55,,,24.7,
2002-08-14,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.25,,,24.8,
2002-08-15,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.08,,,24.8,
2002-08-16,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.32,,,24.7,
2002-08-17,,8,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.06,,,25.1,
2002-08-18,,8,,,0.56,3.99,,0.8,,,40.75,,3.49,7,2002,16.4,,,24.6,
2002-08-19,,8,,,0.56,3.99,,,,,40.75,,3.49,5.2,2002,17.04,,,24.1,
2002-08-20,,8,28,,0.56,3.99,,0.8,,,40.75,,3.49,5.2,2002,16.88,,,24.2,
2002-08-21,,8,,,0.56,3.99,,,,,40.75,,3.49,10,2002,16.73,,,24.3,
2002-08-22,,8,,,0.56,3.99,,,,,40.75,,3.49,5,2002,17.02,,,24.3,
2002-08-23,,8,,,0.56,3.99,,,,,40.75,,3.49,5.2,2002,16.35,,,24.2,
2002-08-24,,8,,,0.56,3.99,,,,,40.75,,3.49,5,2002,17.82,,,24.3,
2002-08-25,,8,,,0.56,3.99,,0.8,,,40.75,,3.49,5.8,2002,16.33,,,24.4,
2002-08-26,,8,,,0.56,3.99,,,,,40.75,,3.49,5.4,2002,17.24,,,24.2,
2002-08-27,,8,,,0.56,3.99,,0.8,,,40.75,,3.49,5.4,2002,16.44,,,24.6,
2002-08-28,,8,,,0.56,3.99,,,,,40.75,,3.49,5.4,2002,16,,,24.9,
2002-08-29,,8,,,0.56,3.99,,0.8,,,40.75,,3.49,5,2002,15.8,,,24.8,
2002-08-30,,8,,,0.56,3.99,,,,,40.75,,3.49,5.2,2002,15.7,,,24.7,
2002-08-31,,8,,,0.56,3.99,,,,,40.75,,3.49,5.2,2002,14.61,,,25.1,
2002-09-01,,9,,,0.56,3.99,,,,,40.75,,3.49,4.2,2002,14.22,,,25.3,
2002-09-02,,9,,,0.56,3.99,,,,,40.75,,3.49,5.4,2002,15.39,,,25.2,
2002-09-03,,9,24,,0.56,3.99,,0.8,,,40.75,,3.49,5,2002,15.82,,,24.9,
2002-09-04,,9,,,0.56,3.99,,,,,40.75,,3.49,5,2002,15.59,,,24.6,
2002-09-05,,9,,,0.56,3.99,,0.8,,,40.75,,3.49,5.8,2002,15.39,,,24.3,
2002-09-06,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.32,,,24.4,
2002-09-07,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.87,,,24.8,
2002-09-08,,9,,,0.56,3.99,,0.7,,,40.75,,3.49,6,2002,15.2,,,24.9,
2002-09-09,,9,,,0.56,3.99,,,,,40.75,,3.49,4.8,2002,15.43,,,24.6,
2002-09-10,,9,24,,0.56,3.99,,0.8,,,40.75,,3.49,5.2,2002,15.59,,,24.8,
2002-09-11,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.2,,,24.6,
2002-09-12,,9,,,0.56,3.99,,0.8,,,40.75,,3.49,5.4,2002,16.1,,,24.3,
2002-09-13,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.57,,,24.3,
2002-09-14,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.12,,,24.7,
2002-09-15,,9,,,0.56,3.99,,0.8,,,40.75,,3.49,13,2002,15.02,,,24.9,
2002-09-16,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.91,,,24.4,
2002-09-17,,9,24,,0.56,3.99,,0.8,,,40.75,,3.49,6.6,2002,15.22,,,24.4,
2002-09-18,,9,,,0.56,3.99,,,,,40.75,,3.49,5,2002,15.39,,,24.5,
2002-09-19,,9,,,0.56,3.99,,0.8,,,40.75,,3.49,4.8,2002,15.28,,,24.9,
2002-09-20,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.14,,,25,
2002-09-21,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.98,,,25.5,
2002-09-22,,9,,,0.56,3.99,,0.8,,,40.75,,3.49,6.4,2002,14.73,,,25.1,
2002-09-23,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.71,,,24.7,
2002-09-24,,9,27,,0.56,3.99,,0.8,,,40.75,,3.49,5.4,2002,15.28,,,24.6,
2002-09-25,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.14,,,24.6,
2002-09-26,,9,,,0.56,3.99,,0.8,,,40.75,,3.49,4.2,2002,15.28,,,24.4,
2002-09-27,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.91,,,24.4,
2002-09-28,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.69,,,24.8,
2002-09-29,,9,,,0.56,3.99,,0.8,,,40.75,,3.49,6,2002,15.06,,,24.4,
2002-09-30,,9,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.39,,,24.1,
2002-10-01,,10,24,,0.56,3.99,,0.8,,,40.75,,3.49,5.8,2002,15.28,,,24,
2002-10-02,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.12,,,23.5,
2002-10-03,,10,,,0.56,3.99,,0.8,,,40.75,,3.49,6.8,2002,14.93,,,23.6,
2002-10-04,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.83,,,23.8,
2002-10-05,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.28,,,24.3,
2002-10-06,,10,,,0.56,3.99,,0.8,,,40.75,,3.49,9.6,2002,16.35,,,24.3,
2002-10-07,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.12,,,24.6,
2002-10-08,,10,23,,0.56,3.99,,0.8,,,40.75,,3.49,6,2002,15.1,,,24.5,
2002-10-09,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.04,,,24.5,
2002-10-10,,10,,,0.56,3.99,,0.8,,,40.75,,3.49,7.8,2002,15,,,24.2,
2002-10-11,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.83,,,23.8,
2002-10-12,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.5,,,24.1,
2002-10-13,,10,,,0.56,3.99,,0.8,,,40.75,,3.49,4.2,2002,14.61,,,24.2,
2002-10-14,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.28,,,23.7,
2002-10-15,,10,19,,0.56,3.99,,0.8,,,40.75,,3.49,4.8,2002,14.89,,,23.5,
2002-10-16,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.28,,,23.5,
2002-10-17,,10,,,0.56,3.99,,0.8,,,40.75,,3.49,4.8,2002,15.04,,,23.4,
2002-10-18,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.04,,,23.4,
2002-10-19,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.79,,,23.7,
2002-10-20,,10,,,0.56,3.99,,0.8,,,40.75,,3.49,6,2002,14.95,,,23.8,
2002-10-21,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.26,,,23.4,
2002-10-22,,10,23,,0.56,3.99,,0.8,,,40.75,,3.49,6.1,2002,15.08,,,23.1,
2002-10-23,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.83,,,23.1,
2002-10-24,,10,,,0.56,3.99,,0.8,,,40.75,,3.49,6.4,2002,14.79,,,22.8,
2002-10-25,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.14,,,23,
2002-10-26,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.67,,,23.4,
2002-10-27,,10,,,0.56,3.99,,0.8,,,40.75,,3.49,6.2,2002,14.48,,,23.2,
2002-10-28,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.49,,,22.9,
2002-10-29,,10,22,,0.56,3.99,,0.8,,,40.75,,3.49,5.4,2002,15.3,,,22.5,
2002-10-30,,10,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.95,,,22.6,
2002-10-31,,10,,,0.56,3.99,,0.8,,,40.75,,3.49,4.2,2002,14.75,,,22.3,
2002-11-01,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.57,,,22.3,
2002-11-02,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.65,,,22.6,
2002-11-03,,11,,,0.56,3.99,,0.8,,,40.75,,3.49,4.8,2002,14.93,,,22.7,
2002-11-04,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.18,,,22.3,
2002-11-05,,11,,,0.56,3.99,,0.8,,,40.75,,3.49,4,2002,15.06,,,22,
2002-11-06,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.96,,,21.9,
2002-11-07,,11,24,,0.56,3.99,,0.8,,,40.75,,3.49,5.8,2002,18.97,,,21.9,
2002-11-08,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,28.46,,,21.8,
2002-11-09,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,19.18,,,21.4,
2002-11-10,,11,,,0.56,3.99,,0.9,,,40.75,,3.49,5.8,2002,17.74,,,22,
2002-11-11,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,17.47,,,21.6,
2002-11-12,,11,20,,0.56,3.99,,0.9,,,40.75,,3.49,6.8,2002,16.25,,,21.8,
2002-11-13,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.21,,,22,
2002-11-14,,11,,,0.56,3.99,,0.9,,,40.75,,3.49,6.6,2002,16.06,,,22,
2002-11-15,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.8,,,21.9,
2002-11-16,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.96,,,22.3,
2002-11-17,,11,,,0.56,3.99,,0.9,,,40.75,,3.49,5.8,2002,16.47,,,22.3,
2002-11-18,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.06,,,21.8,
2002-11-19,,11,,,0.56,3.99,,0.9,,,40.75,,3.49,7,2002,15.65,,,21.7,
2002-11-20,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.41,,,21.7,
2002-11-21,,11,22,,0.56,3.99,,0.9,,,40.75,,3.49,5,2002,15.71,,,21.9,
2002-11-22,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.18,,,27.5,
2002-11-23,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.49,,,21.6,
2002-11-24,,11,,,0.56,3.99,,0.8,,,40.75,,3.49,9,2002,15.28,,,21.5,
2002-11-25,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.23,,,21.1,
2002-11-26,,11,24,,0.56,3.99,,0.8,,,40.75,,3.49,6.8,2002,15.2,,,21.3,
2002-11-27,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.51,,,21.2,
2002-11-28,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.79,,,21.3,
2002-11-29,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.11,,,21.5,
2002-11-30,,11,,,0.56,3.99,,,,,40.75,,3.49,,2002,14.24,,,21.7,
2002-12-01,,12,,,0.56,3.99,,0.8,,,40.75,,3.49,6.6,2002,16,,,21.6,
2002-12-02,,12,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.16,,,21.1,
2002-12-03,,12,,,0.56,3.99,,0.8,,,40.75,,3.49,7,2002,15.32,,,20.9,
2002-12-04,,12,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.26,,,20.8,
2002-12-05,,12,29,,0.56,3.99,,0.9,,,40.75,,3.49,5.2,2002,15.22,,,20.9,
2002-12-06,,12,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.71,,,20.7,
2002-12-07,,12,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.14,,,21,
2002-12-08,,12,,,0.56,3.99,,0.8,,,40.75,,3.49,5.5,2002,14.93,,,20.9,
2002-12-09,,12,,,0.56,3.99,,,,,40.75,,3.49,,2002,16.41,,,20.6,
2002-12-10,,12,23,,0.56,3.99,,0.8,,,40.75,,3.49,5.8,2002,15.71,,,20.6,
2002-12-11,,12,,,0.56,3.99,,,,,40.75,,3.49,,2002,15.53,,,20.7,
