Date,DRP** mg/L P,Flow_gal,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2002-06-10,,40500000,6,21,0.22,1.6,0.52,,,,23.6,,1.6,10,2002,41,7.3,,24,
2002-06-11,,39750000,6,20,,,0.52,,,,,,,8,2002,40,7.37,,24.4,
2002-06-12,,40400000,6,20.7,,,0.52,,,,,,,10,2002,40,7.36,,24,
2002-06-13,,38700000,6,21,,,0.52,,,,,,,10,2002,39,7.33,,24,
2002-06-14,,40500000,6,22.6,,,0.52,,,,,,,10,2002,41,7.31,,24,
2002-06-15,,42620000,6,19.9,,,0.52,,,,,,,7,2002,43,7.36,,24,
2002-06-16,,40100000,6,21.2,,,0.52,,,,,,,11,2002,40,7.38,,23.9,
2002-06-17,,41000000,6,20,,,0.52,,,,,,,13,2002,41,7.36,,24.2,
2002-06-18,,40500000,6,20.3,0.18,1.87,0.52,,,,23.2,,1.45,12,2002,41,7.38,,24.2,
2002-06-19,,40500000,6,20.6,,,0.52,,,,,,,14,2002,41,7.39,,25,
2002-06-20,,39900000,6,21.7,,,0.52,,,,,,,12,2002,40,7.42,,24.6,
2002-06-21,,44800000,6,20,,,0.52,,,,,,,11,2002,45,7.29,,24,
2002-06-22,,39870000,6,20,,,0.52,,,,,,,13,2002,40,7.27,,24,
2002-06-23,,39750000,6,20.9,,,0.52,,,,,,,14,2002,40,7.37,,24.6,
2002-06-24,,41560000,6,21.4,,,0.52,,,,,,,15,2002,42,7.28,,25,
2002-06-25,,41000000,6,20.9,0.25,1.9,0.52,,,,24.1,,1.65,14,2002,41,7.38,,25.4,
2002-06-26,,39370000,6,21.2,,,0.52,,,,,,,14,2002,39,7.29,,25.2,
2002-06-27,,39000000,6,21.4,,,0.52,,,,,,,12,2002,39,7.43,,26,
2002-06-28,,39500000,6,22.2,,,0.52,,,,,,,9,2002,40,7.44,,25,
2002-06-29,,40200000,6,21.3,,,0.52,,,,,,,12,2002,40,7.39,,25,
2002-06-30,,39500000,6,21.1,,,0.52,,,,,,,15,2002,40,7.41,,25.4,
2002-07-01,,39120000,7,21.4,0.11,1.6,0.52,,,,24.5,,1.7,10,2002,39,7.37,,27,
2002-07-02,,38440000,7,21.2,,,0.52,,,,,,,9,2002,38,7.29,,25.5,
2002-07-03,,36940000,7,21,,,0.52,,,,,,,6,2002,37,7.33,,25.8,
2002-07-04,,38060000,7,22.2,,,0.52,,,,,,,8,2002,38,7.36,,25.2,
2002-07-05,,37750000,7,20.8,,,0.52,,,,,,,8,2002,38,7.34,,26,
2002-07-06,,37690000,7,21.4,,,0.52,,,,,,,8,2002,38,7.44,,23.5,
2002-07-07,,38870000,7,18.2,,,0.52,,,,,,,9,2002,39,7.42,,26,
2002-07-08,,39190000,7,21.1,0.18,2.1,0.52,,,,23.7,,1.1,9,2002,39,7.31,,25.8,
2002-07-09,,38250000,7,21.2,,,0.52,,,,,,,6,2002,38,7.34,,26,
2002-07-10,,38000000,7,21.7,,,0.52,,,,,,,6,2002,38,7.4,,27,
2002-07-11,,38690000,7,22.8,,,0.52,,,,,,,7,2002,39,7.46,,26,
2002-07-12,,38810000,7,22.5,,,0.52,,,,,,,7,2002,39,7.41,,26.5,
2002-07-13,,38870000,7,21.9,,,0.52,,,,,,,6,2002,39,7.41,,25.3,
2002-07-14,,39190000,7,20,,,0.52,,,,,,,8,2002,39,7.46,,25.2,
2002-07-15,,38560000,7,22.5,,,0.52,,,,,,,7,2002,39,7.3,,26.5,
2002-07-16,,39000000,7,20.7,,,0.52,,,,,,,17,2002,39,7.43,,26,
2002-07-17,,39190000,7,23.1,,,0.52,,,,,,,9,2002,39,7.41,,26,
2002-07-18,,39190000,7,22.6,,,0.52,,,,,,,9,2002,39,7.4,,26,
2002-07-19,,39690000,7,20.8,,,0.52,,,,,,,8,2002,40,7.39,,26.5,
2002-07-20,,39000000,7,20.4,,,0.52,,,,,,,9,2002,39,7.4,,24.7,
2002-07-21,,38250000,7,20.1,,,0.52,,,,,,,8,2002,38,7.43,,25.2,
2002-07-22,,39190000,7,20.3,0.52,1.58,0.52,,,,23.3,,1.35,9,2002,39,7.38,,24.7,
2002-07-23,,39000000,7,21,,,0.52,,,,,,,8,2002,39,7.54,,25.3,
2002-07-24,,38440000,7,21.2,,,0.52,,,,,,,6,2002,38,7.4,,25,
2002-07-25,,38560000,7,21.3,,,0.52,,,,,,,18,2002,39,7.51,,25,
2002-07-26,,38500000,7,22.4,,,0.52,,,,,,,10,2002,39,7.45,,26,
2002-07-27,,38440000,7,22.4,,,0.52,,,,,,,7,2002,38,7.42,,25.6,
2002-07-28,,37870000,7,22.2,,,0.52,,,,,,,7,2002,38,7.47,,25.2,
2002-07-29,,39310000,7,22.2,,,0.52,,,,,,,6,2002,39,7.57,,24.6,
2002-07-30,,38620000,7,22.8,,,0.52,,,,,,,9,2002,39,7.5,,25.4,
2002-07-31,,38250000,7,22.9,0.1,0.16,0.52,,,,25.2,,0.81,6,2002,38,7.51,,25.3,
2002-08-01,,38440000,8,23.7,,,0.52,,,,,,,5,2002,38,7.51,,25.2,
2002-08-02,,38440000,8,23.3,,,0.52,,,,,,,3,2002,38,7.54,,25.2,
2002-08-03,,39000000,8,23.9,,,0.52,,,,,,,6,2002,39,7.43,,24.9,
2002-08-04,,38190000,8,19.7,,,0.52,,,,,,,5,2002,38,7.47,,25.4,
2002-08-05,,37810000,8,22,0.24,0.24,0.52,,,,24,,0.62,4,2002,38,7.37,,25.5,
2002-08-06,,37810000,8,22.8,,,0.52,,,,,,,3,2002,38,7.34,,24.5,
2002-08-07,,37250000,8,21.5,,,0.52,,,,,,,3,2002,37,7.37,,25.4,
2002-08-08,,40310000,8,20.6,,,0.52,,,,,,,3,2002,40,7.45,,25.1,
2002-08-09,,37500000,8,21.8,,,0.52,,,,,,,4,2002,38,7.41,,24,
2002-08-10,,37500000,8,23.6,,,0.52,,,,,,,5,2002,38,7.46,,25.9,
2002-08-11,,37500000,8,21.9,,,0.52,,,,,,,5,2002,38,7.44,,26,
2002-08-12,,37560000,8,22.2,,,0.52,,,,,,,6,2002,38,7.5,,25.6,
2002-08-13,,37370000,8,22.4,0.32,0.34,0.52,,,,24.4,,0.82,6,2002,37,7.41,,26.1,
2002-08-14,,36870000,8,22.8,,,0.52,,,,,,,7,2002,37,7.76,,25,
2002-08-15,,37250000,8,21.7,,,0.52,,,,,,,7,2002,37,7.44,,26,
2002-08-16,,37560000,8,20.8,,,0.52,,,,,,,6,2002,38,7.37,,26.1,
2002-08-17,,37870000,8,21,,,0.52,,,,,,,8,2002,38,7.46,,26.1,
2002-08-18,,38310000,8,20.4,,,0.52,,,,,,,10,2002,38,7.5,,25.4,
2002-08-19,,38060000,8,21.1,,,0.52,,,,,,,8,2002,38,7.64,,23.6,
2002-08-20,,37060000,8,20.6,0.5,0.43,0.52,,,,22.6,,0.62,6,2002,37,7.41,,25.8,
2002-08-21,,37750000,8,22.3,,,0.52,,,,,,,4,2002,38,7.36,,26,
2002-08-22,,38560000,8,21.5,,,0.52,,,,,,,4,2002,39,7.54,,26,
2002-08-23,,37690000,8,21.4,,,0.52,,,,,,,4,2002,38,7.42,,24.9,
2002-08-24,,38440000,8,21.9,,,0.52,,,,,,,5,2002,38,7.71,,25,
2002-08-25,,39440000,8,20.2,,,0.52,,,,,,,7,2002,39,7.41,,25.6,
2002-08-26,,38690000,8,20.9,0.88,0.29,0.52,,,,23.1,,0.66,8,2002,39,7.26,,26,
2002-08-27,,38750000,8,21.5,,,0.52,,,,,,,5,2002,39,7.45,,26.6,
2002-08-28,,37370000,8,18.1,,,0.52,,,,,,,9,2002,37,7.37,,27.9,
2002-08-29,,38120000,8,21.1,,,0.52,,,,,,,6,2002,38,7.38,,25.9,
2002-08-30,,38690000,8,23,,,0.52,,,,,,,7,2002,39,7.47,,25.1,
2002-08-31,,36060000,8,22.2,,,0.52,,,,,,,7,2002,36,7.48,,26,
2002-09-01,,35750000,9,21.8,,,0.52,,,,,,,5,2002,36,7.23,,26.2,
2002-09-02,,39060000,9,20.9,,,0.52,,,,,,,9,2002,39,7.43,,26.2,
2002-09-03,,39310000,9,21.2,0.6,0.32,0.52,,,,23.4,,0.74,7,2002,39,7.34,,26.2,
2002-09-04,,37370000,9,20.8,,,0.52,,,,,,,6,2002,37,7.37,,25.3,
2002-09-05,,38500000,9,22.3,,,0.52,,,,,,,10,2002,39,7.59,,25.5,
2002-09-06,,38000000,9,24.7,,,0.52,,,,,,,6,2002,38,7.48,,26,
2002-09-07,,39310000,9,24.5,,,0.52,,,,,,,5,2002,39,7.4,,25.1,
2002-09-08,,39190000,9,23.6,,,0.52,,,,,,,7,2002,39,7.42,,25.9,
2002-09-09,,38690000,9,21.7,0.47,0.51,0.52,,,,24.7,,0.91,21,2002,39,7.37,,26.5,
2002-09-10,,38060000,9,22.2,,,0.52,,,,,,,5,2002,38,7.4,,26.5,
2002-09-11,,38250000,9,22.8,,,0.52,,,,,,,5,2002,38,7.39,,27,
2002-09-12,,37870000,9,23,,,0.52,,,,,,,5,2002,38,7.46,,25.5,
2002-09-13,,37500000,9,23.3,,,0.52,,,,,,,4,2002,38,7.49,,26.5,
2002-09-14,,38940000,9,23.4,,,0.52,,,,,,,5,2002,39,7.5,,26,
2002-09-15,,39250000,9,21.3,,,0.52,,,,,,,8,2002,39,7.46,,25.5,
2002-09-16,,39060000,9,20.8,1.18,0.54,0.52,,,,23.1,,0.72,7,2002,39,7.46,,25.9,
2002-09-17,,37620000,9,21.4,,,0.52,,,,,,,5,2002,38,7.44,,25.9,
2002-09-18,,38750000,9,21.7,,,0.52,,,,,,,17,2002,39,7.42,,26.4,
2002-09-19,,39440000,9,21.4,,,0.52,,,,,,,3,2002,39,7.58,,26.3,
2002-09-20,,38120000,9,20.7,,,0.52,,,,,,,4,2002,38,7.46,,25.9,
2002-09-21,,38500000,9,20,,,0.52,,,,,,,7,2002,39,7.44,,26.7,
2002-09-22,,39060000,9,20.6,,,0.52,,,,,,,5,2002,39,7.4,,25.7,
2002-09-23,,39120000,9,20.4,0.94,0.52,0.52,,,,23,,0.74,7,2002,39,7.39,,26.1,
2002-09-24,,37060000,9,18.8,,,0.52,,,,,,,4,2002,37,7.49,,26.2,
2002-09-25,,38810000,9,21.3,,,0.52,,,,,,,5,2002,39,7.43,,25.9,
2002-09-26,,37870000,9,22.5,,,0.52,,,,,,,5,2002,38,7.5,,25,
2002-09-27,,38000000,9,23.1,,,0.52,,,,,,,4,2002,38,7.47,,24.8,
2002-09-28,,38690000,9,22.8,,,0.52,,,,,,,12,2002,39,7.43,,25.4,
2002-09-29,,39620000,9,22.7,,,0.52,,,,,,,6,2002,40,7.54,,25,
2002-09-30,,38190000,9,21.8,,,0.52,,,,,,,4,2002,38,7.44,,25.3,
2002-10-01,,37810000,10,20.8,1.05,0.68,0.52,,,,23.2,,0.33,4,2002,38,7.45,,24.6,
2002-10-02,,37620000,10,22.7,,,0.52,,,,,,,3,2002,38,7.49,,24.5,
2002-10-03,,37870000,10,22.7,,,0.52,,,,,,,5,2002,38,7.48,,25.6,
2002-10-04,,37120000,10,22.5,,,0.52,,,,,,,6,2002,37,7.4,,26,
2002-10-05,,38120000,10,21,,,0.52,,,,,,,5,2002,38,7.5,,25.8,
2002-10-06,,39870000,10,20.4,,,0.52,,,,,,,6,2002,40,7.41,,25.6,
2002-10-07,,38190000,10,19.7,1.3,0.81,0.52,,,,22.1,,0.61,6,2002,38,7.3,,26.3,
2002-10-08,,38310000,10,19.6,,,0.52,,,,,,,27,2002,38,7.48,,25.7,
2002-10-09,,38440000,10,20.5,,,0.52,,,,,,,6,2002,38,7.46,,25.4,
2002-10-10,,37870000,10,21.3,,,0.52,,,,,,,5,2002,38,7.61,,24.3,
2002-10-11,,38000000,10,22.5,,,0.52,,,,,,,7,2002,38,7.45,,24.6,
2002-10-12,,37810000,10,20.7,,,0.52,,,,,,,8,2002,38,7.35,,25,
2002-10-13,,38500000,10,20.5,,,0.52,,,,,,,10,2002,39,7.46,,25.1,
2002-10-14,,38620000,10,20.3,0.72,0.72,0.52,,,,23.1,,1.2,9,2002,39,7.44,,24.8,
2002-10-15,,38690000,10,20.9,,,0.52,,,,,,,8,2002,39,7.43,,24.5,
2002-10-16,,37940000,10,21.9,,,0.52,,,,,,,7,2002,38,7.56,,24.2,
2002-10-17,,37440000,10,22.6,,,0.52,,,,,,,8,2002,37,7.44,,24.4,
2002-10-18,,37940000,10,22.8,,,0.52,,,,,,,6,2002,38,7.36,,24.2,
2002-10-19,,38370000,10,22.5,,,0.52,,,,,,,9,2002,38,7.38,,24,
2002-10-20,,38750000,10,21.9,,,0.52,,,,,,,20,2002,39,7.52,,24.3,
2002-10-21,,38870000,10,21.1,0.6,0.43,0.52,,,,23.8,,0.76,8,2002,39,7.47,,24.2,
2002-10-22,,37690000,10,20.4,,,0.52,,,,,,,7,2002,38,7.46,,24.5,
2002-10-23,,38250000,10,22.9,,,0.52,,,,,,,6,2002,38,7.47,,23.5,
2002-10-24,,37810000,10,23.2,,,0.52,,,,,,,11,2002,38,7.41,,23.7,
2002-10-25,,37750000,10,23.1,,,0.52,,,,,,,6,2002,38,7.54,,23.8,
2002-10-26,,38690000,10,23.7,,,0.52,,,,,,,7,2002,39,7.57,,23.8,
2002-10-27,,39690000,10,22.2,,,0.52,,,,,,,9,2002,40,7.49,,24.4,
2002-10-28,,38940000,10,20.8,0.26,0.38,0.52,,,,23.5,,1.05,12,2002,39,7.59,,24.2,
2002-10-29,,38690000,10,21.7,,,0.52,,,,,,,12,2002,39,7.49,,24.1,
2002-10-30,,37560000,10,23.3,,,0.52,,,,,,,7,2002,38,7.52,,24.1,
2002-10-31,,38250000,10,23.7,,,0.52,,,,,,,6,2002,38,7.47,,23.5,
2002-11-01,,39000000,11,24.1,,,0.52,,,,,,,5,2002,39,7.33,,23,
2002-11-02,,39500000,11,24.3,,,0.52,,,,,,,10,2002,40,7.39,,23.3,
2002-11-03,,39810000,11,23.4,,,0.52,,,,,,,10,2002,40,7.49,,23.4,
2002-11-04,,39500000,11,22.2,0.17,0.43,0.52,,,,25,,1.24,9,2002,40,7.19,,23.2,
2002-11-05,,44810000,11,21.6,,,0.52,,,,,,,9,2002,45,7.29,,23.1,
2002-11-06,,38190000,11,22.9,,,0.52,,,,,,,11,2002,38,7.38,,23.1,
2002-11-07,,43370000,11,23.1,,,0.52,,,,,,,9,2002,43,7.52,,23.2,
2002-11-08,,54440000,11,24.8,,,0.52,,,,,,,10,2002,54,7.34,,22.8,
2002-11-09,,46750000,11,18.2,,,0.52,,,,,,,10,2002,47,7.18,,23.2,
2002-11-10,,43370000,11,17.8,,,0.52,,,,,,,6,2002,43,7.55,,23.3,
2002-11-11,,42810000,11,20.3,,,0.52,,,,,,,17,2002,43,7.55,,23.3,
2002-11-12,,41060000,11,22.8,0.2,0.5,0.52,,,,25,,0.68,7,2002,41,7.42,,23.2,
2002-11-13,,39560000,11,22.3,,,0.52,,,,,,,5,2002,40,7.33,,23.4,
2002-11-14,,38940000,11,24.2,,,0.52,,,,,,,5,2002,39,7.46,,23.2,
2002-11-15,,38620000,11,23.2,,,0.52,,,,,,,5,2002,39,7.31,,22.7,
2002-11-16,,40500000,11,24.4,,,0.52,,,,,,,6,2002,41,7.42,,23.2,
2002-11-17,,40500000,11,21.4,,,0.52,,,,,,,8,2002,41,7.52,,23.5,
2002-11-18,,40190000,11,20.8,0.34,0.46,0.52,,,,23.3,,0.64,6,2002,40,7.46,,22.8,
2002-11-19,,39250000,11,20.7,,,0.52,,,,,,,6,2002,39,7.45,,23.1,
2002-11-20,,39190000,11,23.2,,,0.52,,,,,,,5,2002,39,7.42,,23.3,
2002-11-21,,42250000,11,23,,,0.52,,,,,,,5,2002,42,7.66,,23,
2002-11-22,,40000000,11,22.8,,,0.52,,,,,,,4,2002,40,7.44,,22.6,
2002-11-23,,39560000,11,20.8,,,0.52,,,,,,,5,2002,40,7.44,,22.5,
2002-11-24,,40000000,11,21.5,,,0.52,,,,,,,7,2002,40,7.37,,22.6,
2002-11-25,,45940000,11,21.2,0.57,0.47,0.52,,,,23.5,,0.58,4,2002,46,7.34,,22.9,
2002-11-26,,38310000,11,21.4,,,0.52,,,,,,,2,2002,38,7.52,,22.6,
2002-11-27,,39370000,11,21,,,0.52,,,,,,,6,2002,39,7.45,,22.5,
2002-11-28,,39870000,11,21,,,0.52,,,,,,,7,2002,40,7.28,,22.7,
2002-11-29,,38500000,11,19.8,,,0.52,,,,,,,8,2002,39,7.28,,22.7,
2002-11-30,,38620000,11,20.3,,,0.52,,,,,,,6,2002,39,7.38,,21.8,
2002-12-01,,40560000,12,21.2,,,0.52,,,,,,,7,2002,41,7.27,,22.3,
2002-12-02,,40370000,12,21.1,0.42,0.53,0.52,,,,23.7,,0.58,6,2002,40,7.42,,22.4,
2002-12-03,,39620000,12,21.5,,,0.52,,,,,,,6,2002,40,7.45,,22,
2002-12-04,,39190000,12,21.3,,,0.52,,,,,,,4,2002,39,7.67,,22.1,
2002-12-05,,38250000,12,20.8,,,0.52,,,,,,,8,2002,38,7.56,,22.1,
2002-12-06,,38250000,12,23.8,,,0.52,,,,,,,7,2002,38,7.56,,21.8,
2002-12-07,,39310000,12,23.6,,,0.52,,,,,,,4,2002,39,7.46,,22.2,
2002-12-08,,39810000,12,22.1,,,0.52,,,,,,,8,2002,40,7.48,,22.1,
2002-12-09,,40370000,12,22.6,,,0.52,,,,,,,6,2002,40,7.51,,21.9,
2002-12-10,,39750000,12,21.7,0.29,0.43,0.52,,,,24.2,,0.57,6,2002,40,7.54,,21.8,
2002-12-11,,43500000,12,22.5,,,0.52,,,,,,,7,2002,44,7.42,,20.9,
2002-12-12,,39000000,12,22.4,,,0.52,,,,,,,9,2002,39,7.64,,21,
2002-12-13,,62000000,12,23.9,,,0.52,,,,,,,9,2002,62,7.47,,21.1,
2002-12-14,,81060000,12,21.1,,,0.52,,,,,,,10,2002,81,7.26,,20,
2002-12-15,,64750000,12,10.8,,,0.52,,,,,,,9,2002,65,7.33,,20.1,
2002-12-16,,78130000,12,13.4,0.22,0.42,0.52,,,,15.6,,1.3,8,2002,78,7.45,,19,
2002-12-17,,66750000,12,8.7,,,0.52,,,,,,,13,2002,67,7.43,,19,
2002-12-18,,63440000,12,11.8,,,0.52,,,,,,,7,2002,63,7.38,,19.6,
2002-12-19,,67870000,12,14.4,,,0.52,,,,,,,7,2002,68,7.27,,19.5,
2002-12-20,,77560000,12,14.9,,,0.52,,,,,,,7,2002,78,7.24,,19.6,
2002-12-21,,75810000,12,10.9,,,0.52,,,,,,,8,2002,76,7.35,,18.9,
2002-12-22,,68870000,12,10.8,,,0.52,,,,,,,8,2002,69,7.45,,19,
2002-12-23,,62690000,12,12.8,0.13,0.39,0.52,,,,14.6,,0.95,9,2002,63,7.37,,19,
2002-12-24,,57120000,12,13.8,,,0.52,,,,,,,8,2002,57,7.4,,17.9,
2002-12-25,,51190000,12,15.2,,,0.52,,,,,,,11,2002,51,7.5,,17.8,
2002-12-26,,50940000,12,17,,,0.52,,,,,,,6,2002,51,7.47,,18.7,
2002-12-27,,50000000,12,18.9,,,0.52,,,,,,,7,2002,50,7.39,,20.1,
2002-12-28,,59690000,12,17,,,0.52,,,,,,,8,2002,60,7.49,,19.8,
2002-12-29,,71310000,12,15.9,,,0.52,,,,,,,4,2002,71,7.39,,19,
2002-12-30,,58870000,12,10,,,0.52,,,,,,,6,2002,59,7.44,,18.4,
2002-12-31,,75310000,12,10.6,,,0.52,,,,,,,4,2002,75,7.3,,19,
2003-01-01,,62940000,1,10,,,0.52,,,,,,,8,2003,63,7.33,,19,
2003-01-02,,58810000,1,10.2,,,0.52,,,,,,,6,2003,59,7.49,,20,
2003-01-03,,55870000,1,12.4,,,0.52,,,,,,,7,2003,56,7.59,,19.3,
2003-01-04,,54250000,1,15.2,,,0.52,,,,,,,9,2003,54,7.47,,20.5,
2003-01-05,,53940000,1,15.1,,,0.52,,,,,,,9,2003,54,7.48,,20.3,
2003-01-06,,50310000,1,15.4,0.17,0.63,0.52,,,,16.7,,0.78,10,2003,50,7.51,,19.6,
2003-01-07,,49560000,1,16.4,,,0.52,,,,,,,8,2003,50,7.48,,19.8,
2003-01-08,,48440000,1,17.5,,,0.52,,,,,,,8,2003,48,7.48,,20,
2003-01-09,,50250000,1,18.9,,,0.52,,,,,,,7,2003,50,7.51,,20.1,
2003-01-10,,57940000,1,19.5,,,0.52,,,,,,,16,2003,58,7.33,,19.8,
2003-01-11,,54500000,1,17.5,,,0.52,,,,,,,10,2003,55,7.43,,19.6,
2003-01-12,,52620000,1,16.8,,,0.52,,,,,,,10,2003,53,7.5,,20.1,
2003-01-13,,49750000,1,15.8,0.42,0.68,0.52,,,,17.9,,0.43,8,2003,50,7.52,,21.4,
2003-01-14,,45560000,1,15.9,,,0.52,,,,,,,7,2003,46,7.53,,20.3,
2003-01-15,,49190000,1,18.3,,,0.52,,,,,,,11,2003,49,7.46,,20.5,
2003-01-16,,49690000,1,18.2,,,0.52,,,,,,,9,2003,50,7.39,,20.5,
2003-01-17,,48250000,1,18.1,,,0.52,,,,,,,9,2003,48,7.49,,19.4,
2003-01-18,,48190000,1,18.2,,,0.52,,,,,,,10,2003,48,7.39,,18.8,
2003-01-19,,47120000,1,17.9,,,0.52,,,,,,,8,2003,47,7.53,,19.5,
2003-01-20,,45500000,1,19.8,,,0.52,,,,,,,7,2003,46,7.28,,19.5,
2003-01-21,,48940000,1,17.6,0.33,0.97,0.52,,,,19.7,,0.32,6,2003,49,7.41,,19.2,
2003-01-22,,47750000,1,17.1,,,0.52,,,,,,,5,2003,48,7.47,,20.1,
2003-01-23,,47940000,1,18.1,,,0.52,,,,,,,6,2003,48,7.57,,20.1,
2003-01-24,,47690000,1,18.6,,,0.52,,,,,,,6,2003,48,7.39,,20.5,
2003-01-25,,47940000,1,19.6,,,0.52,,,,,,,6,2003,48,7.52,,20.7,
2003-01-26,,47870000,1,17.4,,,0.52,,,,,,,7,2003,48,7.47,,20.6,
2003-01-27,,46120000,1,16.5,0.29,0.87,0.52,,,,18.8,,0.31,7,2003,46,7.45,,20.7,
2003-01-28,,47690000,1,17.4,,,0.52,,,,,,,9,2003,48,7.5,,21.3,
2003-01-29,,45870000,1,17.9,,,0.52,,,,,,,7,2003,46,7.36,,20.2,
2003-01-30,,46000000,1,18.7,,,0.52,,,,,,,8,2003,46,7.41,,20.3,
2003-01-31,,45810000,1,19.6,,,0.52,,,,,,,6,2003,46,7.6,,20.1,
2003-02-01,,46310000,2,19.8,,,0.52,,,,,,,8,2003,46,7.48,,20.9,
2003-02-02,,46940000,2,19.1,,,0.52,,,,,,,8,2003,47,7.46,,20.5,
2003-02-03,,45750000,2,17.7,0.29,0.97,0.52,,,,20.1,,1.2,8,2003,46,7.38,,20.6,
2003-02-04,,43310000,2,17.8,,,0.52,,,,,,,8,2003,43,7.4,,20.6,
2003-02-05,,44310000,2,19.4,,,0.52,,,,,,,7,2003,44,7.27,,20.2,
2003-02-06,,43940000,2,21.1,,,0.52,,,,,,,7,2003,44,7.28,,19.8,
2003-02-07,,45060000,2,21.7,,,0.52,,,,,,,6,2003,45,7.39,,19.7,
2003-02-08,,49190000,2,21,,,0.52,,,,,,,7,2003,49,7.49,,19.7,
2003-02-09,,49190000,2,20.5,,,0.52,,,,,,,8,2003,49,7.47,,20.1,
2003-02-10,,45500000,2,19.9,,,0.52,,,,,,,11,2003,46,7.31,,20,
2003-02-11,,46190000,2,19.6,0.16,0.81,0.52,,,,19.9,,0.77,11,2003,46,7.45,,19.8,
2003-02-12,,47870000,2,21.2,,,0.52,,,,,,,10,2003,48,7.53,,19.8,
2003-02-13,,47870000,2,21.2,,,0.52,,,,,,,9,2003,48,7.36,,20,
2003-02-14,,47190000,2,20.9,,,0.52,,,,,,,8,2003,47,7.35,,20.4,
2003-02-15,,46000000,2,20.2,,,0.52,,,,,,,7,2003,46,7.37,,20.1,
2003-02-16,,55120000,2,19,,,0.52,,,,,,,7,2003,55,7.4,,19.4,
2003-02-17,,49440000,2,16.1,,,0.52,,,,,,,9,2003,49,7.45,,19.9,
2003-02-18,,46310000,2,17,,,0.52,,,,,,,9,2003,46,7.3,,20.2,
2003-02-19,,44440000,2,16.9,,,0.52,,,,,,,7,2003,44,7.65,,20.1,
2003-02-20,,42060000,2,19.2,0.27,0.72,0.52,,,,21.5,,1.04,10,2003,42,7.57,,20.5,
2003-02-21,,43690000,2,19.9,,,0.52,,,,,,,7,2003,44,7.39,,20.3,
2003-02-22,,45190000,2,20.9,,,0.52,,,,,,,7,2003,45,7.5,,19.9,
2003-02-23,,44310000,2,20.9,,,0.52,,,,,,,7,2003,44,7.58,,20.7,
2003-02-24,,42500000,2,20.8,,,0.52,,,,,,,8,2003,43,7.46,,20,
2003-02-25,,42870000,2,20,,,0.52,,,,,,,7,2003,43,7.38,,20.6,
2003-02-26,,43750000,2,20,0.28,1.18,0.52,,,,22.6,,0.72,7,2003,44,7.47,,20.1,
2003-02-27,,44440000,2,20.4,,,0.52,,,,,,,6,2003,44,7.5,,20.6,
2003-02-28,,42500000,2,20.4,,,0.52,,,,,,,7,2003,43,7.45,,20.5,
2003-03-01,,45060000,3,21.8,,,0.52,,,,,,,5,2003,45,7.55,,20.2,
2003-03-02,,44560000,3,22,,,0.52,,,,,,,7,2003,45,7.53,,20.7,
2003-03-03,,44250000,3,19.4,,,0.52,,,,,,,7,2003,44,7.41,,20.5,
2003-03-04,,43560000,3,19.5,,,0.52,,,,,,,7,2003,44,7.53,,20.4,
2003-03-05,,43190000,3,21.2,0.22,0.95,0.52,,,,22,,0.91,6,2003,43,7.49,,20.7,
2003-03-06,,42810000,3,21.6,,,0.52,,,,,,,6,2003,43,7.6,,20.8,
2003-03-07,,42620000,3,21,,,0.52,,,,,,,5,2003,43,7.59,,20.6,
2003-03-08,,43500000,3,23,,,0.52,,,,,,,5,2003,44,7.71,,20.8,
2003-03-09,,44190000,3,20.8,,,0.52,,,,,,,5,2003,44,7.44,,20.8,
2003-03-10,,41000000,3,17.4,,,0.52,,,,,,,9,2003,41,7.53,,21.2,
2003-03-11,,42000000,3,17.2,,,0.52,,,,,,,6,2003,42,7.01,,22,
2003-03-12,,41000000,3,21.6,0.36,0.89,0.52,,,,23.9,,1.2,4,2003,41,7.61,,21.5,
2003-03-13,,43060000,3,21.7,,,0.52,,,,,,,5,2003,43,7.6,,21,
2003-03-14,,42870000,3,21.4,,,0.52,,,,,,,5,2003,43,7.56,,20.9,
2003-03-15,,54310000,3,20.7,,,0.52,,,,,,,6,2003,54,7.49,,21.7,
2003-03-16,,49750000,3,17.2,,,0.52,,,,,,,6,2003,50,7.42,,20.4,
2003-03-17,,49250000,3,17.8,,,0.52,,,,,,,6,2003,49,7.38,,20.2,
2003-03-18,,44620000,3,17,,,0.52,,,,,,,6,2003,45,7.47,,20.6,
2003-03-19,,41000000,3,18.5,0.38,0.86,0.52,,,,,,0.54,6,2003,41,7.55,,20.7,
2003-03-20,,43000000,3,19.3,,,0.52,,,,,,,6,2003,43,7.53,,20.8,
2003-03-21,,43750000,3,20,,,0.52,,,,,,,6,2003,44,7.5,,21.6,
2003-03-22,,44560000,3,20.8,,,0.52,,,,,,,6,2003,45,7.53,,21,
2003-03-23,,47560000,3,19.7,,,0.52,,,,,,,6,2003,48,7.39,,20.6,
2003-03-24,,45940000,3,18.4,0.41,0.79,0.52,,,,21.2,,0.62,7,2003,46,7.26,,21,
