Date,DRP** mg/L P,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2006-06-08,,27,,4.46,2.91,,,,40.29,,4.51,13,62,,,,
2006-06-09,,,,4.46,2.91,,,,40.29,,4.51,18,61,,,,
2006-06-10,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-06-11,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2006-06-12,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2006-06-13,,28.3,,4.46,2.91,,,,40.29,,4.51,18,62,,,,
2006-06-14,,,,4.46,2.91,,,,40.29,,4.51,17,63,,,,
2006-06-15,,,,4.46,2.91,,,,40.29,,4.51,19,65,,,,
2006-06-16,,,,4.46,2.91,,,,40.29,,4.51,18,60,,,,
2006-06-17,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-06-18,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-06-19,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-06-20,,,,4.46,2.91,,,,40.29,,4.51,12,60,,,,
2006-06-21,,,,4.46,2.91,,,,40.29,,4.51,10,61,,,,
2006-06-22,,,,4.46,2.91,,,,40.29,,4.51,11,59,,,,
2006-06-23,,,,4.46,2.91,,,,40.29,,4.51,13,60,,,,
2006-06-24,,,,4.46,2.91,,,,40.29,,4.51,,57,,,,
2006-06-25,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-06-26,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-06-27,,,,4.46,2.91,,,,40.29,,4.51,13,65,,,,
2006-06-28,,,,4.46,2.91,,,,40.29,,4.51,14,62,,,,
2006-06-29,,,,4.46,2.91,,,,40.29,,4.51,16,63,,,,
2006-06-30,,,,4.46,2.91,,,,40.29,,4.51,20,63,,,,
2006-07-01,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2006-07-02,,,,4.46,2.91,,,,40.29,,4.51,,57,,,,
2006-07-03,,,,4.46,2.91,,,,40.29,,4.51,,54,,,,
2006-07-04,,,,4.46,2.91,,,,40.29,,4.51,19,55,,,,
2006-07-05,,,,4.46,2.91,,,,40.29,,4.51,17,57,,,,
2006-07-06,,32.6,,4.46,2.91,,,,40.29,,4.51,18,62,,,,
2006-07-07,,,,4.46,2.91,,,,40.29,,4.51,23,58,,,,
2006-07-08,,,,4.46,2.91,,,,40.29,,4.51,,57,,,,
2006-07-09,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2006-07-10,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2006-07-11,,,,4.46,2.91,,,,40.29,,4.51,22,60,,,,
2006-07-12,,,,4.46,2.91,,,,40.29,,4.51,24,63,,,,
2006-07-13,,,,4.46,2.91,,,,40.29,,4.51,23,63,,,,
2006-07-14,,,,4.46,2.91,,,,40.29,,4.51,27,62,,,,
2006-07-15,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-07-16,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-07-17,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2006-07-18,,,,4.46,2.91,,,,40.29,,4.51,21,61,,,,
2006-07-19,,,,4.46,2.91,,,,40.29,,4.51,20,67,,,,
2006-07-20,,,,4.46,2.91,,,,40.29,,4.51,19,62,,,,
2006-07-21,,,,4.46,2.91,,,,40.29,,4.51,25,62,,,,
2006-07-22,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-07-23,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-07-24,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2006-07-25,,,,4.46,2.91,,,,40.29,,4.51,19,63,,,,
2006-07-26,,27.2,,4.46,2.91,,,,40.29,,4.51,24,62,,,,
2006-07-27,,,,4.46,2.91,,,,40.29,,4.51,34,65,,,,
2006-07-28,,,,4.46,2.91,,,,40.29,,4.51,27,62,,,,
2006-07-29,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-07-30,,,,4.46,2.91,,,,40.29,,4.51,,57,,,,
2006-07-31,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2006-08-01,,,,4.46,2.91,,,,40.29,,4.51,24,56,,,,
2006-08-02,,,,4.46,2.91,,,,40.29,,4.51,23,64,,,,
2006-08-03,,32.6,,4.46,2.91,,,,40.29,,4.51,33,62,,,,
2006-08-04,,,,4.46,2.91,,,,40.29,,4.51,29,62,,,,
2006-08-05,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-08-06,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-08-07,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-08-08,,,,4.46,2.91,,,,40.29,,4.51,22,59,,,,
2006-08-09,,,,4.46,2.91,,,,40.29,,4.51,26,70,,,,
2006-08-10,,,,4.46,2.91,,,,40.29,,4.51,22,64,,,,
2006-08-11,,36.5,,4.46,2.91,,,,40.29,,4.51,25,72,,,,
2006-08-12,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2006-08-13,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2006-08-14,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-08-15,,37.4,,4.46,2.91,,,,40.29,,4.51,17,58,,,,
2006-08-16,,,,4.46,2.91,,,,40.29,,4.51,25,59,,,,
2006-08-17,,,,4.46,2.91,,,,40.29,,4.51,17,59,,,,
2006-08-18,,,,4.46,2.91,,,,40.29,,4.51,15,60,,,,
2006-08-19,,,,4.46,2.91,,,,40.29,,4.51,,56,,,,
2006-08-20,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-08-21,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2006-08-22,,,,4.46,2.91,,,,40.29,,4.51,21,64,,,,
2006-08-23,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2006-08-24,,,,4.46,2.91,,,,40.29,,4.51,39,62,,,,
2006-08-25,,,,4.46,2.91,,,,40.29,,4.51,32,68,,,,
2006-08-26,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-08-27,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-08-28,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2006-08-29,,,,4.46,2.91,,,,40.29,,4.51,20,60,,,,
2006-08-30,,,,4.46,2.91,,,,40.29,,4.51,23,62,,,,
2006-08-31,,,,4.46,2.91,,,,40.29,,4.51,20,59,,,,
2006-09-01,,,,4.46,2.91,,,,40.29,,4.51,19,68,,,,
2006-09-02,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2006-09-03,,,,4.46,2.91,,,,40.29,,4.51,,56,,,,
2006-09-04,,,,4.46,2.91,,,,40.29,,4.51,,55,,,,
2006-09-05,,,,4.46,2.91,,,,40.29,,4.51,10,57,,,,
2006-09-06,,,,4.46,2.91,,,,40.29,,4.51,13,62,,,,
2006-09-07,,,,4.46,2.91,,,,40.29,,4.51,8.7,57,,,,
2006-09-08,,,,4.46,2.91,,,,40.29,,4.51,16,60,,,,
2006-09-09,,,,4.46,2.91,,,,40.29,,4.51,,57,,,,
2006-09-10,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-09-11,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2006-09-12,,,,4.46,2.91,,,,40.29,,4.51,22,59,,,,
2006-09-13,,36.7,,4.46,2.91,,,,40.29,,4.51,27,62,,,,
2006-09-14,,,,4.46,2.91,,,,40.29,,4.51,21,60,,,,
2006-09-15,,,,4.46,2.91,,,,40.29,,4.51,13,58,,,,
2006-09-16,,,,4.46,2.91,,,,40.29,,4.51,,57,,,,
2006-09-17,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-09-18,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2006-09-19,,,,4.46,2.91,,,,40.29,,4.51,13,58,,,,
2006-09-20,,,,4.46,2.91,,,,40.29,,4.51,13,62,,,,
2006-09-21,,,,4.46,2.91,,,,40.29,,4.51,14,61,,,,
2006-09-22,,,,4.46,2.91,,,,40.29,,4.51,23,61,,,,
2006-09-23,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2006-09-24,,,,4.46,2.91,,,,40.29,,4.51,,57,,,,
2006-09-25,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-09-26,,,,4.46,2.91,,,,40.29,,4.51,16,60,,,,
2006-09-27,,,,4.46,2.91,,,,40.29,,4.51,21,76,,,,
2006-09-28,,,,4.46,2.91,,,,40.29,,4.51,18,64,,,,
2006-09-29,,,,4.46,2.91,,,,40.29,,4.51,17,68,,,,
2006-09-30,,36,,4.46,2.91,,,,40.29,,4.51,,57,,,,
2006-10-01,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-10-02,,39.8,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2006-10-03,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-10-04,,,,4.46,2.91,,,,40.29,,4.51,23,57,,,,
2006-10-05,,32.6,,4.46,2.91,,,,40.29,,4.51,25,75,,,,
2006-10-06,,,,4.46,2.91,,,,40.29,,4.51,21,66,,,,
2006-10-07,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2006-10-08,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-10-09,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2006-10-10,,,,4.46,2.91,,,,40.29,,4.51,13,60,,,,
2006-10-11,,,,4.46,2.91,,,,40.29,,4.51,21,59,,,,
2006-10-12,,,,4.46,2.91,,,,40.29,,4.51,18,60,,,,
2006-10-13,,,,4.46,2.91,,,,40.29,,4.51,13,61,,,,
2006-10-14,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2006-10-15,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-10-16,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2006-10-17,,,,4.46,2.91,,,,40.29,,4.51,15,60,,,,
2006-10-18,,,,4.46,2.91,,,,40.29,,4.51,15,58,,,,
2006-10-19,,,,4.46,2.91,,,,40.29,,4.51,16,58,,,,
2006-10-20,,39.8,,4.46,2.91,,,,40.29,,4.51,8.7,64,,,,
2006-10-21,,,,4.46,2.91,,,,40.29,,4.51,,55,,,,
2006-10-22,,,,4.46,2.91,,,,40.29,,4.51,,54,,,,
2006-10-23,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2006-10-24,,,,4.46,2.91,,,,40.29,,4.51,17,57,,,,
2006-10-25,,,,4.46,2.91,,,,40.29,,4.51,17,59,,,,
2006-10-26,,,,4.46,2.91,,,,40.29,,4.51,25,61,,,,
2006-10-27,,,,4.46,2.91,,,,40.29,,4.51,25,57,,,,
2006-10-28,,,,4.46,2.91,,,,40.29,,4.51,,56,,,,
2006-10-29,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2006-10-30,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2006-10-31,,,,4.46,2.91,,,,40.29,,4.51,21,70,,,,
2006-11-01,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2006-11-02,,,,4.46,2.91,,,,40.29,,4.51,,69,,,,
2006-11-03,,,,4.46,2.91,,,,40.29,,4.51,17,68,,,,
2006-11-04,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2006-11-05,,,,4.46,2.91,,,,40.29,,4.51,,57,,,,
2006-11-06,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2006-11-07,,38.4,,4.46,2.91,,,,40.29,,4.51,9.5,60,,,,
2006-11-08,,,,4.46,2.91,,,,40.29,,4.51,7.5,59,,,,
2006-11-09,,,,4.46,2.91,,,,40.29,,4.51,12,59,,,,
2006-11-10,,,,4.46,2.91,,,,40.29,,4.51,17,60,,,,
2006-11-11,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2006-11-12,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-11-13,,,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2006-11-14,,,,4.46,2.91,,,,40.29,,4.51,15,99,,,,
2006-11-15,,,,4.46,2.91,,,,40.29,,4.51,15,67,,,,
2006-11-16,,,,4.46,2.91,,,,40.29,,4.51,12,65,,,,
2006-11-17,,32.9,,4.46,2.91,,,,40.29,,4.51,23,63,,,,
2006-11-18,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2006-11-19,,,,4.46,2.91,,,,40.29,,4.51,21,55,,,,
2006-11-20,,,,4.46,2.91,,,,40.29,,4.51,29,65,,,,
2006-11-21,,,,4.46,2.91,,,,40.29,,4.51,50,61,,,,
2006-11-21,,,,4.46,2.91,,,,40.29,,4.51,44,61,,,,
2006-11-22,,,,4.46,2.91,,,,40.29,,4.51,41,61,,,,
2006-11-23,,,,4.46,2.91,,,,40.29,,4.51,180,62,,,,
2006-11-23,,,,4.46,2.91,,,,40.29,,4.51,210,62,,,,
2006-11-24,,,,4.46,2.91,,,,40.29,,4.51,240,57,,,,
2006-11-24,,,,4.46,2.91,,,,40.29,,4.51,210,57,,,,
2006-11-25,,,,4.46,2.91,,,,40.29,,4.51,51,56,,,,
2006-11-26,,,,4.46,2.91,,,,40.29,,4.51,39,57,,,,
2006-11-27,,,,4.46,2.91,,,,40.29,,4.51,37,79,,,,
2006-11-28,,,,4.46,2.91,,,,40.29,,4.51,19,66,,,,
2006-11-29,,,,4.46,2.91,,,,40.29,,4.51,12,63,,,,
2006-11-30,,27.3,,4.46,2.91,,,,40.29,,4.51,13,62,,,,
2006-12-01,,,,4.46,2.91,,,,40.29,,4.51,13,61,,,,
2006-12-02,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2006-12-03,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2006-12-04,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2006-12-05,,,,4.46,2.91,,,,40.29,,4.51,9.5,61,,,,
2006-12-06,,,,4.46,2.91,,,,40.29,,4.51,11,56,,,,
2006-12-07,,,,4.46,2.91,,,,40.29,,4.51,13,60,,,,
2006-12-08,,34.7,,4.46,2.91,,,,40.29,,4.51,14,60,,,,
2006-12-09,,,,4.46,2.91,,,,40.29,,4.51,,72,,,,
2006-12-10,,,,4.46,2.91,,,,40.29,,4.51,,101,,,,
2006-12-11,,,,4.46,2.91,,,,40.29,,4.51,,81,,,,
2006-12-12,,26.5,,4.46,2.91,,,,40.29,,4.51,30,106,,,,
2006-12-13,,,,4.46,2.91,,,,40.29,,4.51,26,114,,,,
2006-12-14,,,,4.46,2.91,,,,40.29,,4.51,14,80,,,,
2006-12-15,,,,4.46,2.91,,,,40.29,,4.51,15,83,,,,
2006-12-16,,,,4.46,2.91,,,,40.29,,4.51,,72,,,,
2006-12-17,,,,4.46,2.91,,,,40.29,,4.51,,70,,,,
2006-12-18,,,,4.46,2.91,,,,40.29,,4.51,,72,,,,
2006-12-19,,,,4.46,2.91,,,,40.29,,4.51,19,67,,,,
2006-12-20,,,,4.46,2.91,,,,40.29,,4.51,15,64,,,,
2006-12-21,,,,4.46,2.91,,,,40.29,,4.51,15,64,,,,
2006-12-22,,,,4.46,2.91,,,,40.29,,4.51,25,89,,,,
2006-12-23,,,,4.46,2.91,,,,40.29,,4.51,,73,,,,
2006-12-24,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2006-12-25,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2006-12-26,,,,4.46,2.91,,,,40.29,,4.51,9,57,,,,
2006-12-27,,,,4.46,2.91,,,,40.29,,4.51,16,94,,,,
2006-12-28,,,,4.46,2.91,,,,40.29,,4.51,8,71,,,,
2006-12-29,,,,4.46,2.91,,,,40.29,,4.51,11,66,,,,
2006-12-30,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2006-12-31,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2007-01-01,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2007-01-02,,,,4.46,2.91,,,,40.29,,4.51,8,58,,,,
2007-01-03,,,,4.46,2.91,,,,40.29,,4.51,10,63,,,,
2007-01-04,,31.1,,4.46,2.91,,,,40.29,,4.51,10,63,,,,
2007-01-05,,,,4.46,2.91,,,,40.29,,4.51,12,73,,,,
2007-01-06,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2007-01-07,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2007-01-08,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2007-01-09,,,,4.46,2.91,,,,40.29,,4.51,11,61,,,,
2007-01-10,,,,4.46,2.91,,,,40.29,,4.51,13,57,,,,
2007-01-11,,,,4.46,2.91,,,,40.29,,4.51,12,59,,,,
2007-01-12,,,,4.46,2.91,,,,40.29,,4.51,17,60,,,,
2007-01-13,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2007-01-14,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2007-01-15,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2007-01-16,,,,4.46,2.91,,,,40.29,,4.51,17,65,,,,
2007-01-17,,35.3,,4.46,2.91,,,,40.29,,4.51,16,64,,,,
2007-01-18,,,,4.46,2.91,,,,40.29,,4.51,17,62,,,,
2007-01-19,,,,4.46,2.91,,,,40.29,,4.51,17,60,,,,
2007-01-20,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2007-01-21,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2007-01-22,,,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2007-01-23,,,,4.46,2.91,,,,40.29,,4.51,13,59,,,,
2007-01-24,,,,4.46,2.91,,,,40.29,,4.51,15,60,,,,
2007-01-25,,,,4.46,2.91,,,,40.29,,4.51,13,59,,,,
2007-01-26,,,,4.46,2.91,,,,40.29,,4.51,13,58,,,,
2007-01-27,,,,4.46,2.91,,,,40.29,,4.51,,67,,,,
2007-01-28,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2007-01-29,,,,4.46,2.91,,,,40.29,,4.51,,70,,,,
2007-01-30,,,,4.46,2.91,,,,40.29,,4.51,13,62,,,,
2007-01-31,,,,4.46,2.91,,,,40.29,,4.51,15,62,,,,
2007-02-01,,,,4.46,2.91,,,,40.29,,4.51,15,61,,,,
2007-02-02,,,,4.46,2.91,,,,40.29,,4.51,17,64,,,,
2007-02-03,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2007-02-04,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2007-02-05,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2007-02-06,,,,4.46,2.91,,,,40.29,,4.51,19,60,,,,
2007-02-07,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2007-02-08,,48.4,,4.46,2.91,,,,40.29,,4.51,28,78,,,,
2007-02-09,,,,4.46,2.91,,,,40.29,,4.51,15,120,,,,
2007-02-10,,,,4.46,2.91,,,,40.29,,4.51,,137,,,,
2007-02-11,,,,4.46,2.91,,,,40.29,,4.51,,160,,,,
2007-02-12,,,,4.46,2.91,,,,40.29,,4.51,,119,,,,
2007-02-13,,,,4.46,2.91,,,,40.29,,4.51,23,114,,,,
2007-02-14,,,,4.46,2.91,,,,40.29,,4.51,26,88,,,,
2007-02-15,,,,4.46,2.91,,,,40.29,,4.51,28,79,,,,
2007-02-16,,,,4.46,2.91,,,,40.29,,4.51,22,76,,,,
2007-02-17,,,,4.46,2.91,,,,40.29,,4.51,,72,,,,
2007-02-18,,,,4.46,2.91,,,,40.29,,4.51,,71,,,,
2007-02-19,,,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2007-02-20,,,,4.46,2.91,,,,40.29,,4.51,14,70,,,,
2007-02-21,,,,4.46,2.91,,,,40.29,,4.51,17,66,,,,
2007-02-22,,,,4.46,2.91,,,,40.29,,4.51,11,84,,,,
2007-02-23,,18.8,,4.46,2.91,,,,40.29,,4.51,20,95,,,,
2007-02-24,,,,4.46,2.91,,,,40.29,,4.51,,75,,,,
2007-02-25,,,,4.46,2.91,,,,40.29,,4.51,,88,,,,
2007-02-26,,,,4.46,2.91,,,,40.29,,4.51,,88,,,,
2007-02-27,,,,4.46,2.91,,,,40.29,,4.51,18,128,,,,
2007-02-28,,,,4.46,2.91,,,,40.29,,4.51,18,129,,,,
2007-03-01,,,,4.46,2.91,,,,40.29,,4.51,14,89,,,,
2007-03-02,,,,4.46,2.91,,,,40.29,,4.51,12,76,,,,
2007-03-03,,,,4.46,2.91,,,,40.29,,4.51,,76,,,,
2007-03-04,,,,4.46,2.91,,,,40.29,,4.51,,73,,,,
2007-03-05,,,,4.46,2.91,,,,40.29,,4.51,,72,,,,
2007-03-06,,,,4.46,2.91,,,,40.29,,4.51,11,71,,,,
2007-03-07,,,,4.46,2.91,,,,40.29,,4.51,11,64,,,,
2007-03-08,,36.4,,4.46,2.91,,,,40.29,,4.51,14,66,,,,
2007-03-09,,,,4.46,2.91,,,,40.29,,4.51,15,62,,,,
2007-03-10,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2007-03-11,,,,4.46,2.91,,,,40.29,,4.51,,52,,,,
2007-03-12,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2007-03-13,,,,4.46,2.91,,,,40.29,,4.51,13,56,,,,
2007-03-14,,,,4.46,2.91,,,,40.29,,4.51,15,57,,,,
2007-03-15,,,,4.46,2.91,,,,40.29,,4.51,14,61,,,,
2007-03-16,,,,4.46,2.91,,,,40.29,,4.51,10,60,,,,
2007-03-17,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2007-03-18,,,,4.46,2.91,,,,40.29,,4.51,,56,,,,
2007-03-19,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2007-03-20,,29.3,,4.46,2.91,,,,40.29,,4.51,10,59,,,,
2007-03-21,,,,4.46,2.91,,,,40.29,,4.51,14,70,,,,
2007-03-22,,,,4.46,2.91,,,,40.29,,4.51,18,63,,,,
2007-03-23,,,,4.46,2.91,,,,40.29,,4.51,16,59,,,,
2007-03-24,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2007-03-25,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2007-03-26,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2007-03-27,,,,4.46,2.91,,,,40.29,,4.51,12,67,,,,
2007-03-28,,,,4.46,2.91,,,,40.29,,4.51,13,61,,,,
2007-03-29,,,,4.46,2.91,,,,40.29,,4.51,12,60,,,,
2007-03-30,,,,4.46,2.91,,,,40.29,,4.51,13,60,,,,
2007-03-31,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2007-04-01,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2007-04-02,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2007-04-03,,,,4.46,2.91,,,,40.29,,4.51,20,61,,,,
2007-04-04,,,,4.46,2.91,,,,40.29,,4.51,18,58,,,,
2007-04-05,,33.6,,4.46,2.91,,,,40.29,,4.51,11,61,,,,
2007-04-06,,,,4.46,2.91,,,,40.29,,4.51,12,59,,,,
2007-04-07,,,,4.46,2.91,,,,40.29,,4.51,,54,,,,
2007-04-08,,,,4.46,2.91,,,,40.29,,4.51,,56,,,,
2007-04-09,,34.9,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2007-04-10,,,,4.46,2.91,,,,40.29,,4.51,11,56,,,,
2007-04-11,,,,4.46,2.91,,,,40.29,,4.51,12,60,,,,
2007-04-12,,,,4.46,2.91,,,,40.29,,4.51,10,60,,,,
2007-04-13,,,,4.46,2.91,,,,40.29,,4.51,12,58,,,,
2007-04-14,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2007-04-15,,,,4.46,2.91,,,,40.29,,4.51,,70,,,,
2007-04-16,,32.8,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2007-04-17,,,,4.46,2.91,,,,40.29,,4.51,7.5,58,,,,
2007-04-18,,,,4.46,2.91,,,,40.29,,4.51,9.5,56,,,,
2007-04-19,,,,4.46,2.91,,,,40.29,,4.51,10,52,,,,
2007-04-20,,,,4.46,2.91,,,,40.29,,4.51,9.3,63,,,,
2007-04-21,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2007-04-22,,,,4.46,2.91,,,,40.29,,4.51,,92,,,,
2007-04-23,,,,4.46,2.91,,,,40.29,,4.51,,70,,,,
2007-04-24,,,,4.46,2.91,,,,40.29,,4.51,21,64,,,,
2007-04-25,,,,4.46,2.91,,,,40.29,,4.51,11,61,,,,
2007-04-26,,,,4.46,2.91,,,,40.29,,4.51,8.5,59,,,,
2007-04-27,,,,4.46,2.91,,,,40.29,,4.51,12,60,,,,
2007-04-28,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2007-04-29,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2007-04-30,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2007-05-01,,,,4.46,2.91,,,,40.29,,4.51,13,72,,,,
2007-05-02,,,,4.46,2.91,,,,40.29,,4.51,15,71,,,,
2007-05-03,,26.4,,4.46,2.91,,,,40.29,,4.51,15,82,,,,
2007-05-04,,,,4.46,2.91,,,,40.29,,4.51,14,77,,,,
2007-05-05,,,,4.46,2.91,,,,40.29,,4.51,,71,,,,
2007-05-06,,,,4.46,2.91,,,,40.29,,4.51,,69,,,,
2007-05-07,,,,4.46,2.91,,,,40.29,,4.51,,69,,,,
2007-05-08,,,,4.46,2.91,,,,40.29,,4.51,19,68,,,,
2007-05-09,,,,4.46,2.91,,,,40.29,,4.51,17,69,,,,
2007-05-10,,,,4.46,2.91,,,,40.29,,4.51,12,67,,,,
2007-05-11,,,,4.46,2.91,,,,40.29,,4.51,14,66,,,,
2007-05-12,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2007-05-13,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2007-05-14,,26.6,,4.46,2.91,,,,40.29,,4.51,,68,,,,
2007-05-15,,,,4.46,2.91,,,,40.29,,4.51,23,64,,,,
2007-05-16,,,,4.46,2.91,,,,40.29,,4.51,22,65,,,,
2007-05-17,,,,4.46,2.91,,,,40.29,,4.51,16,64,,,,
2007-05-18,,,,4.46,2.91,,,,40.29,,4.51,17,64,,,,
2007-05-19,,,,4.46,2.91,,,,40.29,,4.51,,67,,,,
2007-05-20,,,,4.46,2.91,,,,40.29,,4.51,,69,,,,
2007-05-21,,,,4.46,2.91,,,,40.29,,4.51,,68,,,,
2007-05-22,,,,4.46,2.91,,,,40.29,,4.51,13,67,,,,
2007-05-23,,,,4.46,2.91,,,,40.29,,4.51,13,62,,,,
2007-05-24,,,,4.46,2.91,,,,40.29,,4.51,14,56,,,,
2007-05-25,,,,4.46,2.91,,,,40.29,,4.51,11,57,,,,
2007-05-26,,,,4.46,2.91,,,,40.29,,4.51,,56,,,,
2007-05-27,,,,4.46,2.91,,,,40.29,,4.51,,57,,,,
2007-05-28,,,,4.46,2.91,,,,40.29,,4.51,,54,,,,
2007-05-29,,,,4.46,2.91,,,,40.29,,4.51,15,58,,,,
2007-05-30,,,,4.46,2.91,,,,40.29,,4.51,17,58,,,,
2007-05-31,,,,4.46,2.91,,,,40.29,,4.51,18,64,,,,
2007-06-01,,,,4.46,2.91,,,,40.29,,4.51,17,63,,,,
2007-06-02,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2007-06-03,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2007-06-04,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2007-06-05,,,,4.46,2.91,,,,40.29,,4.51,18,67,,,,
