Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,OrgN mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TDS mg/L,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2000-01-05,,1,10.6,1.03,12.5,4.2,3.627,,,,,,,3.9,10.6,2000,16.3,7.2,,11,
2000-01-06,,1,10.4,,,,,,,,,,,,11.4,2000,16.34,7.2,,10.5,
2000-01-07,,1,12,,,,,,,,,,,,8.6,2000,16.35,7,,13.5,
2000-01-11,,1,7.5,1.09,14.4,4.6,,,,,,,,,12.4,2000,15.9,7.1,,13,
2000-01-12,,1,8,,,,,,,,,,,,12.2,2000,16.35,7,,12.5,
2000-01-13,,1,7.3,,,,,,,,,,,,12.4,2000,16.33,7,,14,
2000-01-17,,1,7.5,1,18.6,6.4,,,,,,,,,14.6,2000,12.28,7,,12,
2000-01-18,,1,5.5,,,,,,,,,,,,18.8,2000,15.79,7,,13.5,
2000-01-19,,1,5,,,,,,,,,,,,14.6,2000,16.68,6.8,,15,
2000-01-23,,1,5.8,0.73,19,4,,,,,,,,,16.6,2000,17.68,6.8,,15,
2000-01-24,,1,5.9,,,,,,,,,,,,7.6,2000,19.39,6.9,,14.5,
2000-01-25,,1,8.5,,,,,,,,,,,,8.4,2000,20.81,6.9,,13.5,
2000-02-01,,2,8.4,0.75,,6.8,4.278,,,,,,,4.6,11,2000,23.35,7.1,,13.5,
2000-02-02,,2,8.8,,,,,,,,,,,,9.4,2000,22.92,7,,14.5,
2000-02-03,,2,8.7,,14.5,,,,,,,,,,8.4,2000,22.48,7.2,,14.5,
2000-02-09,,2,12.4,0.85,12.5,3.7,,,,,,,,,9.4,2000,22.79,7.7,,14,
2000-02-10,,2,13.8,,,,,,,,,,,,10.8,2000,23.6,7.2,,14,
2000-02-11,,2,12.9,,,,,,,,,,,,8.4,2000,22.41,7.1,,14,
2000-02-13,,2,11.4,0.74,11,5.2,,,,,,,,,10.6,2000,23.54,7.3,,12,
2000-02-14,,2,11.7,,,,,,,,,,,,12,2000,23.71,7.3,,14,
2000-02-15,,2,10.4,,,,,,,,,,,,12.2,2000,22.94,7.2,,14,
2000-02-23,,2,12.4,0.7,10.4,1.6,,,,,,,,,9.8,2000,22.14,7.2,,12,
2000-02-24,,2,13,,,,,,,,,,,,9.8,2000,23.26,7.2,,12.5,
2000-02-25,,2,11.2,,,,,,,,,,,,7.4,2000,20.39,7.1,,13,
2000-02-29,,2,8.9,0.83,5.1,2,3.162,,,,,,,3.4,10,2000,20.64,7.2,,13,
2000-03-01,,3,7.8,,,,,,,,,,,,12.8,2000,20.98,7.1,,13,
2000-03-02,,3,6.9,,,,,,,,,,,,17.6,2000,20.39,7,,13,
2000-03-05,,3,8.2,0.8,7,3.4,,,,,,,,,9.6,2000,19.73,7,,12.5,
2000-03-06,,3,8,,,,,,,,,,,,11.4,2000,19.65,7.1,,12.5,
2000-03-07,,3,10.2,,,,,,,,,,,,9.4,2000,19.99,7.1,,13.5,
2000-03-15,,3,3.9,0.77,13.1,3.5,,,,,,,,,13.2,2000,19.53,7.2,,16,
2000-03-16,,3,3.7,,,,,,,,,,,,10.2,2000,20.3,7.4,,17,
2000-03-17,,3,3.9,,,,,,,,,,,,8.8,2000,20.24,7.1,,17,
2000-03-20,,3,4.3,0.74,12,3.9,,,,,,,,,9,2000,20.23,7.4,,16,
2000-03-21,,3,4.2,,,,,,,,,,,,8.6,2000,19.16,7.2,,14.5,
2000-03-22,,3,3.5,,,,,,,,,,,,4.7,2000,19.74,7.2,,18,
2000-03-26,,3,4.4,0.79,12.9,4.7,,,,,,,,,6.8,2000,18.09,7.1,,15.5,
2000-03-27,,3,6.1,,,,,,,,,,,,7,2000,16.59,7.1,,14,
2000-03-28,,3,5.5,,,,,,,,,,,,6.2,2000,15.71,7.2,,14,
2000-04-04,,4,1.7,0.78,17.1,1.5,3.627,,,,,,,3.9,8,2000,15.1,6.9,,18,
2000-04-05,,4,1.5,,,,,,,,,,,,6.5,2000,14.2,6.9,,18,
2000-04-06,,4,1,,,,,,,,,,,,6.4,2000,13.71,6.9,,17.5,
2000-04-09,,4,0.4,0.03,15.4,3.6,,,,,,,,,6.2,2000,14.39,7,,17,
2000-04-10,,4,0.2,,,,,,,,,,,,7.4,2000,13.82,6.7,,18,
2000-04-11,,4,0.1,,,,,,,,,,,,7.2,2000,11.68,6.9,,17,
2000-04-19,,4,0.7,0.05,16.5,3,,,,,,,,,8,2000,13.88,7.1,,17,
2000-04-20,,4,0.4,,,,,,,,,,,,7.9,2000,13.97,7.3,,17,
2000-04-21,,4,0.3,,,,,,,,,,,,7.4,2000,13.55,6.9,,19.5,
2000-04-24,,4,3.3,0.23,18.8,1.5,,,,,,,,,7.4,2000,13.49,7.1,,19,
2000-04-25,,4,1.2,,,,,,,,,,,,8,2000,13.08,7,,16.5,
2000-04-26,,4,0.8,,,,,,,,,,,,6.2,2000,13.83,7.1,,19.5,
2000-05-02,,5,0.7,0.02,5.5,1.1,3.813,,,,,,,4.1,7.4,2000,14.14,7.1,,19,
2000-05-03,,5,0.3,,,,,,,,,,,,6.8,2000,13.51,7.1,,19.5,
2000-05-04,,5,0.1,,,,,,,,,,,,7.2,2000,14.06,7.2,,18.5,
2000-05-10,,5,1.3,0.2,8.2,4.1,,,,,,,,,6.4,2000,12.06,7,,17.5,
2000-05-11,,5,0.8,,,,,,,,,,,,6.4,2000,11.96,7.1,,16.5,
2000-05-12,,5,1.2,,,,,,,,,,,,5.8,2000,11.38,7.1,,17,
2000-05-15,,5,1.3,0.24,6.5,4.8,,,,,,,,,8.2,2000,11.14,7.2,,17.5,
2000-05-16,,5,1.5,,,,,,,,,,,,6.8,2000,12.03,7.1,,16,
2000-05-17,,5,1.2,,,,,,,,,,,,9.4,2000,11.93,7.1,,17.5,
2000-05-21,,5,0.7,0.04,5,3.4,,,,,,,,,9,2000,12.45,7.1,,25,
2000-05-22,,5,0.6,,,,,,,,,,,,9.2,2000,12.91,7.1,,24,
2000-05-23,,5,0.9,,,,,,,,,,,,8.4,2000,13.58,6.9,,23.5,
2000-05-29,,5,1.1,0.26,12,2.8,,,,,,,,,12,2000,13.36,7,,19.5,
2000-05-30,,5,1.3,,,,,,,,,,,,11.4,2000,13.82,7,,20,
2000-05-31,,5,1.3,,,,,,,,,,,,10.4,2000,13.05,7,,20.5,
2000-06-06,,6,0.9,0.17,11.8,3.2,3.72,,,,,,,4,9.8,2000,13.5,7,,20.5,
2000-06-07,,6,0.9,,,,,,,,,,,,11.2,2000,13.48,7,,20.5,
2000-06-08,,6,1.6,,,,,,,,,,,,10,2000,13.54,7,,18.5,
2000-06-14,,6,0.5,0.03,8.9,4.3,,,,,,,,,8.6,2000,13.27,6.9,,26,
2000-06-15,,6,0.7,,,,,,,,,,,,8,2000,13.21,6.9,,25,
2000-06-16,,6,0.6,,,,,,,,,,,,8.4,2000,13.16,6.9,,19.5,
2000-06-19,,6,0.6,0.17,14.1,3.6,,,,,,,,,9,2000,12.71,7.1,,24,
2000-06-20,,6,0.6,,,,,,,,,,,,9.4,2000,13.5,7.1,,23,
2000-06-21,,6,0.5,,,,,,,,,,,,8.8,2000,13.35,7.1,,24,
2000-06-25,,6,0.2,0.02,9.7,3.5,,,,,,,,,11.8,2000,7.55,7.1,,21.5,
2000-06-26,,6,0.3,,,,,,,,,,,,13.4,2000,6.41,6.9,,25,
2000-06-27,,6,0.2,,,,,,,,,,,,11.4,2000,7.05,7,,22.5,
2000-07-01,,7,0.5,,,,,,,,,,,,9.6,2000,13.4,7.1,,21.5,
2000-07-05,,7,0.4,0.01,,1.8,,,,,,,,,9.4,2000,16.15,7.2,,20,
2000-07-06,,7,0.1,,,,,,,,,,,,11,2000,15.49,7.1,,20,
2000-07-07,,7,0.5,,,,,,,,,,,,6.2,2000,14.24,7,,20,
2000-07-10,,7,0.6,,8.1,2.9,,,,,,,,,7.4,2000,15.3,7,,23,
2000-07-11,,7,0.6,,,,,,,,,,,,7,2000,15.73,7.3,,22,
2000-07-12,,7,0.9,,,,,,,,,,,,5.4,2000,15.4,7.2,,23,
2000-07-18,,7,1.4,0.18,9.5,2.6,,,,,,,,,10.6,2000,15.74,7.3,,20,
2000-07-19,,7,1,,,,15.438,,,,,,,16.6,11,2000,15.39,7.4,,22,
2000-07-20,,7,0.5,,,,,,,,,,,,11.6,2000,16.44,7.5,,20,
2000-07-23,,7,1.1,0.04,9.6,2.7,,,,,,,,,10.8,2000,17.35,6.8,,22.5,
2000-07-24,,7,0.6,,,,,,,,,,,,10,2000,17.05,7.3,,24,
2000-07-25,,7,0.5,,,,,,,,,,,,11.6,2000,17.02,7.4,,22.5,
2000-07-27,,7,0.8,,,,,,,,,,,,10.8,2000,7.93,,,,
2000-08-01,,8,0.2,0.01,6.5,,,,,,,,,,11.4,2000,15.54,7.3,,25.5,
2000-08-02,,8,0.5,0.01,,,,,,,,,,,9.8,2000,15.81,7,,25.5,
2000-08-03,,8,0.4,,,,,,,,,,,,10.4,2000,16.02,7,,25,
2000-08-09,,8,0.2,,8,,14.508,,,,,,,15.6,8.2,2000,11.64,7.8,,23,
2000-08-10,,8,0.1,0.01,,,,,,,,,,,11.2,2000,11.58,7.1,,23,
2000-08-11,,8,0.1,,,,,,,,,,,,1.2,2000,10.46,7.2,,22.5,
2000-08-14,,8,1.6,0.01,3.4,,,,,,,,,,9.6,2000,9.75,7.2,,23.5,
2000-08-15,,8,0.2,,,,,,,,,,,,7.6,2000,9.17,7.1,,23.5,
2000-08-16,,8,0.2,,,,,,,,,,,,7.2,2000,7.64,7.1,,23.5,
2000-08-22,,8,0.2,0.01,2.7,,,,,,,,,,9,2000,12.96,7,,22.5,
2000-08-23,,8,0.2,,,,,,,,,,,,8.6,2000,12.76,7,,22.5,
2000-08-24,,8,0.1,,,,,,,,,,,,9,2000,13.05,7,,22.5,
2000-08-27,,8,0.1,0.01,8.7,,,,,,,,,,8.6,2000,13.2,7,,22.5,
2000-08-28,,8,0.2,,,,,,,,,,,,9.8,2000,12.91,6.9,,23,
2000-08-29,,8,0.2,,,,,,,,,,,,9.8,2000,13.17,7,,23,
2000-09-06,,9,1,0.04,5.4,3.8,4.092,,,,,,,4.4,8.8,2000,13.36,7.2,,20.5,
2000-09-07,,9,0.4,0.04,,,,,,,,,,,8.2,2000,13.52,7.3,,23.5,
2000-09-08,,9,1,,,,,,,,,,,,8.4,2000,13.48,7.3,,22.5,
2000-09-13,,9,0.5,0.04,11.6,4.2,,,,,,,,,6.4,2000,12.74,7.1,,23,
2000-09-14,,9,0.2,,,,,,,,,,,,2.6,2000,11.77,6.8,,23.5,
2000-09-15,,9,0.4,,,,,,,,,,,,1.6,2000,11.89,7,,23.5,
2000-09-18,,9,0.5,0.01,13.5,4.1,,,,,,,,,2.4,2000,9.8,7.2,,24,
2000-09-19,,9,0.4,,,,,,,,,,,,1.6,2000,10.68,6.5,,22,
2000-09-20,,9,1.1,,,,,,,,,,,,3.4,2000,9.76,7.1,,24,
2000-09-24,,9,1.4,0.12,19.9,1.3,,,,,,,,,3.8,2000,8.47,6.9,,22.5,
2000-09-25,,9,2.2,,,,,,,,,,,,7.6,2000,8.4,6.8,,23,
2000-09-26,,9,1.4,,,,,,,,,,,,7,2000,7.37,7.2,,22.5,
2000-10-03,,10,6.7,0.39,15,0.7,4.836,,,,,,,5.2,3.9,2000,13,7.2,,22,
2000-10-04,,10,5.4,,,,,,,,,,,,4.2,2000,13.05,7.2,,22,
2000-10-05,,10,7.8,,,,,,,,,,,,4.3,2000,15.25,7.1,,22,
2000-10-09,,10,7.4,0.92,12.6,2.8,,,,,,,,,7.5,2000,18.68,7.2,,21,
2000-10-10,,10,8.6,,,,,,,,,,,,5.7,2000,13.61,7.2,,22,
2000-10-11,,10,7.9,,,,,,,,,,,,1.9,2000,12.63,7.1,,18,
2000-10-15,,10,6.9,,12.1,0.5,,,,,,,,,4.9,2000,15.11,7.1,,18,
2000-10-16,,10,5.2,,,,,,,,,,,,5.6,2000,15.96,7,,20,
2000-10-17,,10,4.7,1.15,,,,,,,,,,,5.8,2000,16.75,7.2,,19.5,
2000-10-25,,10,8.4,1.01,10.5,1.7,,,,,,,,,8.6,2000,13.76,7,,17.5,
2000-10-26,,10,12.5,,,,,,,,,,,,6.7,2000,14.14,7.1,,17,
2000-10-31,,10,10.9,0.97,7.2,2,,,,,,,,,9,2000,17.28,7.2,,15.5,
2000-11-01,,11,11,,,,,,,,,,,,10.6,2000,17.23,7.3,,15.5,
2000-11-02,,11,10.8,,,,,,,,,,,,10.4,2000,17.19,7.1,,15.5,
2000-11-05,,11,13.9,1.03,7.4,1.4,4.185,,,,,,,4.5,9.6,2000,13.59,7.1,,17,
2000-11-06,,11,11.8,,,,,,,,,,,,6.5,2000,16.27,7.3,,17,
2000-11-07,,11,12.9,,,,,,,,,,,,7,2000,8.37,,,,
2000-11-14,,11,10.1,0.72,9.2,9.9,,,,,,,,,7.6,2000,15.01,7.2,,10.5,
2000-11-15,,11,11.2,,,,,,,,,,,,7.5,2000,15.02,7.2,,10.5,
2000-11-16,,11,13.6,,,,,,,,,,,,8.1,2000,16.16,7.3,,12,
2000-11-19,,11,12.9,0.68,5.6,15.2,,,,,,,,,7.7,2000,16.63,7.4,,13,
2000-11-20,,11,14.3,,,,,,,,,,,,8.4,2000,16.6,7.3,,12.5,
2000-11-21,,11,12.2,,,,,,,,,,,,7.8,2000,17.16,7.3,,12.3,
2000-11-27,,11,10.5,0.8,12.2,4.7,,,,,,,,,9.7,2000,16.5,7.2,,13,
2000-11-28,,11,9.5,,,,,,,,,,,,9,2000,16.22,7.3,,13.5,
2000-11-29,,11,7.6,,,,,,,,,,,,12.4,2000,16.21,7.2,,14,
2000-12-05,,12,10.8,0.77,,2.8,4.185,,,,,,,4.5,10.5,2000,14.34,7,,13,
2000-12-06,,12,12.8,,,,,,,,,,,,9.4,2000,14.25,7.3,,13,
2000-12-07,,12,6.7,,,,,,,,,,,,12.9,2000,13.64,7.1,,13,
2000-12-10,,12,6.8,0.77,12.2,4,,,,,,,,,10,2000,13.98,7.1,,14,
2000-12-11,,12,8.3,,,,,,,,,,,,10.1,2000,15.28,7,,14,
2000-12-12,,12,8.6,,,,,,,,,,,,11.4,2000,13.16,7.1,,13.5,
2000-12-18,,12,8.3,0.64,11.6,2.3,,,,,,,,,9.7,2000,15.44,7.3,,12,
2000-12-19,,12,8.2,,,,,,,,,,,,10.2,2000,13.5,7.2,,12,
2000-12-20,,12,10.9,,,,,,,,,,,,8.3,2000,13.85,7.2,,12.5,
2000-12-25,,12,9.1,0.61,11.6,2.9,,,,,,,,,6,2000,15.3,7.2,,12.5,
2000-12-26,,12,9.7,,,,,,,,,,,,8,2000,13.48,7.2,,9,
2000-12-27,,12,6.4,,,,,,,,,,,,7,2000,14.11,7.2,,9,
2001-01-03,,1,5.3,0.51,15.7,5.1,,,,,,,,,8,2001,11.82,6.9,,12,
2001-01-04,,1,3.4,,,,,,,,,,,,8.7,2001,11.67,7.1,,11,
2001-01-05,,1,,,,,4.743,,,,,,,5.1,9.1,2001,11.96,7.1,,12,
2001-01-09,,1,7.2,0.58,13.1,4.1,,,,,,,,,6.6,2001,7.89,,,,
2001-01-10,,1,8,0.58,,,,,,,,,,,9.3,2001,11.72,7.4,,11,
2001-01-11,,1,6.2,,,,,,,,,,,,8.6,2001,12.22,7.2,,10.5,
2001-01-15,,1,5.9,0.59,14.1,1.7,,,,,,,,,8.8,2001,12.93,7.2,,11.5,
2001-01-16,,1,7.3,,,,,,,,,,,,10.8,2001,12.76,7.3,,9.5,
2001-01-17,,1,6.1,,,,,,,,,,,,8.3,2001,12.71,7.1,,10.5,
2001-01-23,,1,4.2,0.74,19.5,5.8,,,,,,,,,10,2001,15.06,7.2,,11,
2001-01-24,,1,4,,,,,,,,,,,,8.2,2001,15.64,7.1,,12,
2001-01-25,,1,5.2,,,,,,,,,,,,9.4,2001,16.87,7.1,,11.5,
2001-02-05,,2,4.6,0.55,19.3,3.9,3.255,,,,,,,3.5,8.3,2001,13.75,6.9,,14.5,
2001-02-06,,2,6.8,,,,,,,,,,,,7.8,2001,16.28,7,,13.5,
2001-02-07,,2,7.2,,,,,,,,,,,,8.6,2001,17.51,6.9,,12,
2001-02-14,,2,5,0.73,16.5,6.5,,,,,,,,,14.3,2001,11.89,6.9,,12,
2001-02-15,,2,5.1,,,,,,,,,,,,17.8,2001,18.54,6.9,,12.5,
2001-02-16,,2,4.2,,,,,,,,,,,,14.3,2001,21.02,6.9,,12,
2001-02-20,,2,3.4,0.51,17.5,6.2,,,,,,,,,11.2,2001,20.13,7.1,,13.5,
2001-02-21,,2,3.9,,,,,,,,,,,,11.3,2001,17.67,7.1,,14.5,
2001-02-22,,2,3.7,,,,,,,,,,,,11.3,2001,20.43,7.2,,13.5,
2001-02-26,,2,3.3,0.42,13.1,5.6,,,,,,,,,12.9,2001,21.24,7.4,,13,
2001-02-27,,2,3.5,,,,,,,,,,,,11.8,2001,20.75,7.2,,14,
2001-02-28,,2,3.4,,,,,,,,,,,,9.7,2001,19.98,7.1,,14.5,
2001-03-04,,3,4.2,0.46,11.7,6,2.79,,,,,,,3,15.2,2001,22.34,7.5,,13.5,
2001-03-05,,3,2.7,,,,,,,,,,,,13.6,2001,22.51,7.1,,14,
2001-03-06,,3,3.5,,,,,,,,,,,,14.4,2001,22.65,7.2,,15,
2001-03-12,,3,2.9,0.35,17,7.8,,,,,,,,,11.8,2001,22.56,7.1,,15.5,
2001-03-13,,3,2.8,,,,,,,,,,,,12,2001,22.31,7.1,,16,
2001-03-14,,3,2.9,,,,,,,,,,,,10.6,2001,22.29,7.2,,17,
2001-03-20,,3,0.4,0.05,15.7,6.6,,,,,,,,,6.1,2001,15.39,7,,20,
2001-03-21,,3,0.3,,,,,,,,,,,,9.5,2001,12.21,6.9,,21,
2001-03-22,,3,0.3,,,,,,,,,,,,4.8,2001,14.07,6.9,,20,
2001-03-28,,3,1.1,0.08,13.5,6.4,,,,,,,,,7.9,2001,13.59,7.1,,18.5,
2001-03-29,,3,1.2,,,,,,,,,,,,6.3,2001,13.67,7.1,,18,
2001-03-30,,3,1.7,,,,,,,,,,,,2.9,2001,13.82,6.9,,19,
2001-04-04,,4,0.4,0.13,11.8,6.1,2.883,,,,,,,3.1,5.2,2001,7.16,7.1,,16.5,
2001-04-05,,4,0.5,,,,,,,,,,,,4.7,2001,7.37,7.1,,16,
2001-04-06,,4,0.4,,,,,,,,,,,,6.3,2001,6.47,7,,16,
2001-04-10,,4,0.6,0.03,19.9,6.1,,,,,,,,,5.1,2001,7.48,7.1,,16.5,
2001-04-11,,4,0.9,,,,,,,,,,,,7.9,2001,7.74,7.1,,16,
2001-04-12,,4,0.8,,,,,,,,,,,,4.2,2001,11.88,7,,16,
2001-04-16,,4,0.8,0.21,16,4.6,,,,,,,,,5.9,2001,14.32,7.1,,16,
2001-04-17,,4,1.2,,,,,,,,,,,,5.6,2001,13.88,7.2,,17,
2001-04-18,,4,0.7,,,,,,,,,,,,6.2,2001,13.8,7.1,,18.5,
2001-04-22,,4,0.8,0.14,14.6,4.4,,,,,,,,,9.7,2001,13.46,7.2,,18,
2001-04-23,,4,0.7,,,,,,,,,,,,10.1,2001,13.65,7,,17,
2001-04-24,,4,0.4,,,,,,,,,,,,6.3,2001,13.33,7,,17,
2001-05-01,,5,0.1,0.01,8.9,5.1,2.604,,,,,,,2.8,7,2001,13.2,7.1,,19,
2001-05-02,,5,0.2,,,,,,,,,,,,7.8,2001,14.05,7.3,,18,
2001-05-03,,5,0.1,,,,,,,,,,,,8.6,2001,15.63,7.2,,17.5,
2001-05-09,,5,0.1,0.01,5.4,4.6,,,,,,,,,7.8,2001,15.92,7.2,,22.5,
2001-05-10,,5,0.1,,,,,,,,,,,,4.6,2001,17.11,7,,21.5,
2001-05-11,,5,0.1,,,,,,,,,,,,3,2001,17.16,7.1,,21,
2001-05-13,,5,0.1,0.01,3.9,3.9,,,,,,,,,7.9,2001,17.18,7.2,,21,
2001-05-14,,5,0.1,,,,,,,,,,,,3.7,2001,18.02,7,,19,
2001-05-15,,5,0.1,,,,,,,,,,,,6.8,2001,16.96,6.9,,19.5,
2001-05-21,,5,0.1,0.01,3.4,4.1,,,,,,,,,7.3,2001,10.76,7.1,,23.5,
2001-05-22,,5,0.1,,,,,,,,,,,,6.9,2001,7.49,7,,23.5,
2001-05-23,,5,0.1,,,,,,,,,,,,7.4,2001,5.22,7.1,,23.5,
2001-05-29,,5,0.3,0.02,4,4.5,,,,,,,,,6.1,2001,18.55,7.2,,19.5,
2001-05-30,,5,0.6,,,,,,,,,,,,7.4,2001,18.09,6.9,,20.5,
2001-05-31,,5,0.8,,,,,,,,,,,,5.7,2001,18.84,6.6,,23.5,
2001-06-05,,6,0.2,0.02,3.9,,3.534,,,,,,,3.8,6.3,2001,18.51,7.4,,19,
2001-06-06,,6,0.4,0.02,3.9,3.2,,,,,,,,,2.8,2001,18.22,6.9,,19.5,
2001-06-07,,6,0.5,,,,,,,,,,,,6,2001,18.41,7.3,,20.5,
2001-06-08,,6,0.5,,,,,,,,,,,,6,2001,4.49,,,,
2001-06-13,,6,0.2,0.01,5.5,6.2,,,,,,,,,10.5,2001,14.56,7.2,,20,
2001-06-14,,6,0.5,,,,,,,,,,,,5.7,2001,15.06,7.1,,21,
2001-06-15,,6,0.2,,,,,,,,,,,,5.7,2001,14.62,7,,22,
2001-06-18,,6,0.2,0.01,4.9,0.4,,,,,,,,,3.5,2001,13.71,6.7,,22.5,
2001-06-19,,6,0.2,,,,,,,,,,,,6.6,2001,14.78,7,,22.5,
2001-06-20,,6,0.3,,,,,,,,,,,,9.6,2001,15,6.9,,23.5,
2001-06-24,,6,0.1,0.01,4,0.5,,,,,,,,,8,2001,14.54,7.2,,22,
2001-06-25,,6,0.1,,,,,,,,,,,,5,2001,13.22,6.9,,21.5,
2001-06-26,,6,0.2,,,,,,,,,,,,5,2001,14.18,6.9,,21,
2001-07-01,,7,0.2,0.01,5.3,0.5,3.162,,,,,,,3.4,5.2,2001,13.89,7,,21,
2001-07-02,,7,0.1,,,,,,,,,,,,3.9,2001,12.99,6.8,,22,
2001-07-03,,7,0.2,,,,,,,,,,,,5.7,2001,7.46,6.9,,24.5,
2001-07-05,,7,0.1,,,,,,,,,,,,4.8,2001,15.49,6.7,,23.5,
2001-07-09,,7,0.1,0.01,5.8,1.7,,,,,,,,,4.8,2001,13.81,6.7,,22,
2001-07-10,,7,0.1,,,,,,,,,,,,5.7,2001,16.1,7,,22,
2001-07-11,,7,0.1,,,,,,,,,,,,5,2001,15.61,6.8,,21.5,
2001-07-17,,7,0.1,0.01,9.1,1.4,,,,,,,,,5.6,2001,12.24,6.7,,20,
2001-07-18,,7,0.1,,,,,,,,,,,,6.8,2001,12.52,6.8,,20.5,
2001-07-19,,7,0.2,,,,,,,,,,,,5.7,2001,12.6,6.9,,20.5,
2001-07-23,,7,0.1,0.01,5.3,1.2,,,,,,,,,5.6,2001,9.25,6.7,,20,
2001-07-24,,7,0.1,,,,,,,,,,,,6,2001,11.48,7,,21.5,
2001-07-25,,7,0.1,,,,,,,,,,,,7.3,2001,10.21,7.2,,22.5,
2001-08-01,,8,0.1,0.01,5.4,3.2,3.906,,,,,,,4.2,4.6,2001,7.73,6.9,,21,
2001-08-02,,8,0.1,,,,,,,,,,,,5.1,2001,10.26,6.9,,22.5,
2001-08-07,,8,0.1,0.05,4.4,4.2,,,,,,,,,5,2001,9.42,6.9,,22,
2001-08-08,,8,0.1,,,,,,,,,,,,6.2,2001,9.1,7,,23,
2001-08-09,,8,0.2,,,,,,,,,,,,4.3,2001,8.97,7,,22,
2001-08-13,,8,0.8,0.04,4.3,3.3,,,,,,,,,4.1,2001,7.14,7,,20,
2001-08-14,,8,0.7,,,,,,,,,,,,5.4,2001,8.57,7.1,,19.5,
2001-08-15,,8,0.6,,,,,,,,,,,,2.7,2001,5.64,6.8,,22,
2001-08-20,,8,0.8,0.07,5.3,3.9,,,,,,,,,7.2,2001,3.95,7,,20.5,
2001-08-21,,8,0.6,,,,,,,,,,,,5.5,2001,8.37,6.9,,19.5,
2001-08-22,,8,0.8,,,,,,,,,,,,2.4,2001,7.03,6.8,,20,
2001-08-26,,8,0.8,0.06,5.7,4.1,,,,,,,,,6.4,2001,16.39,6.9,,21.5,
2001-08-27,,8,0.7,,,,,,,,,,,,4.6,2001,16.25,7,,21,
2001-08-28,,8,0.8,,,,,,,,,,,,6.5,2001,17.91,7,,21,
2001-09-04,,9,0.2,0.06,8.1,3.1,4.278,,,,,,,4.6,6.5,2001,14.34,6.7,,21,
2001-09-05,,9,0.1,,,,,,,,,,,,8,2001,12.74,7.1,,21,
2001-09-06,,9,0.1,,,,,,,,,,,,8.4,2001,11.94,7,,20,
2001-09-12,,9,0.2,0.05,10.2,3.2,,,,,,,,,9.5,2001,11.69,7.2,,19.5,
2001-09-13,,9,0.1,,,,,,,,,,,,9.1,2001,11.71,7.1,,19.5,
2001-09-14,,9,0.1,,,,,,,,,,,,11.3,2001,12.16,6.8,,21,
2001-09-19,,9,0.7,0.07,11.8,4.7,,,,,,,,,10.2,2001,13.01,7.1,,19.5,
2001-09-20,,9,1.2,,,,,,,,,,,,11,2001,12.46,7.2,,19,
2001-09-21,,9,0.6,,,,,,,,,,,,9.4,2001,12.06,7,,19,
2001-09-23,,9,0.7,0.07,12.9,3.3,,,,,,,,,11.5,2001,11.9,7.1,,19,
2001-09-24,,9,0.6,,,,,,,,,,,,9.9,2001,8.37,7.3,,19.5,
2001-09-25,,9,0.6,,,,,,,,,,,,10.2,2001,11.6,6.8,,19,
2001-10-03,,10,2.7,0.43,18.6,6.2,4.836,,,,,,,5.2,8.8,2001,14.24,7,,19.5,
2001-10-04,,10,3.3,,,,,,,,,,,,9.7,2001,14.14,7,,19,
2001-10-05,,10,4.3,,,,,,,,,,,,9.6,2001,14.64,6.9,,19.5,
2001-10-10,,10,0.6,0.04,15.4,4.6,,,,,,,,,5.5,2001,6.08,,,,
2001-10-11,,10,0.4,,,,,,,,,,,,6.5,2001,9.81,7.1,,20,
2001-10-12,,10,0.7,,,,,,,,,,,,7.5,2001,8.87,6.6,,18,
2001-10-17,,10,5.9,0.4,13.2,4.9,,,,,,,,,9.9,2001,0.6,,,,
2001-10-18,,10,4.4,,,,,,,,,,,,8.1,2001,15.82,7.2,,19,
2001-10-19,,10,5.2,,,,,,,,,,,,5,2001,13.53,7,,19,
2001-10-22,,10,4.6,0.54,14.5,5.3,,,,,,,,,7.6,2001,13.25,7.4,,17.5,
2001-10-23,,10,4.6,,,,,,,,,,,,5.5,2001,12.89,7.1,,17,
2001-10-24,,10,4.8,,,,,,,,,,,,7.1,2001,13.96,7.2,,17.5,
2001-10-26,,10,4.9,,,,,,,,,,,,4.1,2001,10.5,,,,
2001-10-28,,10,5.3,0.55,15.3,3,,,,,,,,,6.5,2001,14.52,,,,
2001-10-29,,10,5.6,,,,,,,,,,,,3.7,2001,13.85,,,,
2001-10-30,,10,5.3,,,,,,,,,,,,9.8,2001,13.93,,,,
2001-11-07,,11,6.9,,,,,,,,,,,,10.9,2001,4.62,,,,
2001-11-08,,11,6.5,0.52,13.7,5.1,,,,,,,,,7.1,2001,15.96,7.5,,14.5,
2001-11-09,,11,5.2,,,,,,,,,,,,5.9,2001,13.34,7.2,,15,
2001-11-10,,11,5.2,,,,,,,,,,,,10,2001,16.68,6.9,,16.5,
2001-11-13,,11,5.6,0.63,14.9,6.7,4.371,,,,,,,4.7,7.5,2001,13.4,7.3,,16,
