Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,OrgN mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TDS mg/L,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2006-01-12,,1,7.01,,,,,,,,,,,,12.2,2006,16.98,7.3,,12.5,
2006-01-16,,1,7.35,0.4,15.2,4.24,,,,,,11.59,,,9.9,2006,17,7.1,,12,
2006-01-17,,1,5.51,,,,,,,,,,,,9.8,2006,11.72,6.9,,11.5,
2006-01-18,,1,5.08,,,,,,,,,,,,10,2006,17.66,6.9,,12.5,
2006-01-22,,1,5.84,0.27,14.9,0.2,,,,,,6.04,,,8.3,2006,18.74,7.1,,11.5,
2006-01-23,,1,5.83,,,,,,,,,,,,10,2006,18.19,7.2,,11.5,
2006-01-24,,1,6.64,,,,,,,,,,,,9.2,2006,16.67,7,,12.5,
2006-02-01,,2,6.18,0.22,15.6,5.46,3.627,,,,,11.64,,3.9,9.7,2006,10.73,6.7,,13,
2006-02-02,,2,7.55,,,,,,,,,,,,10.3,2006,18.08,7.2,,14,
2006-02-03,,2,7.17,,,,,,,,,,,,9.2,2006,17.61,6.9,,14.5,
2006-02-07,,2,7.78,0.22,15.2,0.7,,,,,,8.48,,,11.8,2006,17.65,7.1,,12.5,
2006-02-08,,2,4.05,,,,,,,,,,,,7.3,2006,14.66,7.1,,13,
2006-02-09,,2,2.35,,,,,,,,,,,,9.8,2006,7.85,7.2,,14.5,
2006-02-14,,2,1.1,0.04,22.5,6.77,,,,,,7.87,,,11.5,2006,11.97,,,,
2006-02-15,,2,1.96,,,,,,,,,,,,9.8,2006,11.56,7.1,,12.5,
2006-02-16,,2,1.7,,,,,,,,,,,,13.3,2006,9.77,6.9,,11,
2006-02-20,,2,1.1,0.08,21.3,7.51,,,,,,8.61,,,9.4,2006,12.68,7.1,,10,
2006-02-21,,2,1.68,,,,,,,,,,,,9.5,2006,12.29,7.4,,10.5,
2006-02-22,,2,1.01,,,,,,,,,,,,7.7,2006,9.47,6.9,,10.5,
2006-02-26,,2,1.01,0.05,22.8,4.41,,,,,,5.42,,,11.3,2006,13.42,7.1,,14.5,
2006-02-27,,2,3.69,,,,,,,,,,,,12.3,2006,15.3,7.2,,12.5,
2006-02-28,,2,3.54,,,,,,,,,,,,10.2,2006,16.86,7.3,,14.5,
2006-03-08,,3,0.55,0.15,19.2,2.85,3.255,,,,,3.4,,3.5,10.5,2006,13.92,7.1,,13,
2006-03-09,,3,0.7,,,,,,,,,,,,11.7,2006,13.68,7,,12.5,
2006-03-10,,3,0.48,,,,,,,,,,,,11,2006,17.11,7.1,,11,
2006-03-14,,3,0.39,0.04,19,2.47,,,,,,2.86,,,11.8,2006,16.9,6.9,,12.5,
2006-03-15,,3,0.23,,,,,,,,,,,,11.3,2006,16.44,7.3,,12,
2006-03-16,,3,0.28,,,,,,,,,,,,13,2006,16.96,7,,12,
2006-03-20,,3,0.13,0.01,17.2,3.16,,,,,,3.29,,,12.5,2006,17.36,7.1,,13.5,
2006-03-21,,3,0.16,,,,,,,,,,,,12.5,2006,18.98,7.2,,12.5,
2006-03-22,,3,0.1,,,,,,,,,,,,12.8,2006,16.4,7.2,,13,
2006-03-26,,3,0.1,0.01,16.7,3.46,,,,,,3.56,,,12.7,2006,18.66,7.2,,15,
2006-03-27,,3,0.34,,,,,,,,,,,,11,2006,13.73,7.1,,14.5,
2006-03-28,,3,0.13,,,,,,,,,,,,12.4,2006,15.08,7,,14.5,
2006-04-05,,4,0.16,0.01,12.2,2.79,2.511,,,,,2.95,,2.7,13.2,2006,17.52,7.1,,13.5,
2006-04-06,,4,0.16,,,,,,,,,,,,11.9,2006,17.65,7.5,,15,
2006-04-07,,4,0.12,,,,,,,,,,,,11.6,2006,17.92,7.1,,15,
2006-04-11,,4,0.1,0.01,9.4,2.86,,,,,,2.96,,,12.4,2006,16.66,7,,15,
2006-04-12,,4,0.09,,,,,,,,,,,,13.2,2006,16.93,7.1,,15,
2006-04-13,,4,0.1,,,,,,,,,,,,12.7,2006,17.58,7.4,,15,
2006-04-17,,4,0.1,,,3.19,,,,,,3.29,,,14.2,2006,17.62,7.4,,14.5,
2006-04-18,,4,0.11,0.01,7.4,,,,,,,,,,12.2,2006,17.97,7.1,,17,
2006-04-19,,4,0.1,,,,,,,,,,,,11.8,2006,11.83,7.4,,17,
2006-04-23,,4,0.08,0.01,6.7,3.04,,,,,,3.13,,,10.4,2006,18.26,7.4,,17,
2006-04-24,,4,0.08,,,,,,,,,,,,10.3,2006,18.38,7.4,,17.5,
2006-04-25,,4,2.21,,,,,,,,,,,,9.3,2006,16.87,7.6,,16,
2006-05-03,,5,0.12,,,,,,,,,,,,8.6,2006,9.04,7.2,,21,
2006-05-04,,5,0.09,0.01,5.2,2.76,3.255,,,,,2.85,,3.5,8,2006,15.19,7.1,,20,
2006-05-05,,5,0.09,,,,,,,,,,,,8,2006,11.39,7.3,,19.5,
2006-05-10,,5,0.09,0.01,5.1,2.78,,,,,,2.88,,,8.4,2006,13.09,7.1,,21.5,
2006-05-11,,5,0.09,,,,,,,,,,,,8,2006,16.73,7.4,,21,
2006-05-16,,5,0.18,0.01,5.2,2.78,,,,,,2.96,,,7,2006,13.97,7.3,,22.5,
2006-05-17,,5,0.13,,,,,,,,,,,,6.6,2006,7.01,7.2,,23.5,
2006-05-18,,5,0.13,,,,,,,,,,,,6.8,2006,16.1,7.4,,21.5,
2006-05-22,,5,0.17,0.01,5.9,1.96,,,,,,2.12,,,8,2006,15.89,7.3,,18.5,
2006-05-23,,5,0.18,,,,,,,,,,,,7.2,2006,13.13,7.4,,20.5,
2006-05-24,,5,0.16,,,,,,,,,,,,7.3,2006,13.91,7.3,,20,
2006-05-29,,5,0.08,0.01,6.4,2.58,,,,,,2.66,,,8.4,2006,11.22,7.2,,19,
2006-05-30,,5,0.1,,,,,,,,,,,,8,2006,12.36,7.5,,19,
2006-05-31,,5,0.14,,,,,,,,,,,,8,2006,9.93,7.3,,21,
2006-06-05,,6,0.08,0.02,6.3,2.84,3.906,,,,,2.93,,4.2,9.2,2006,12.28,7.3,,22,
2006-06-06,,6,0.09,,,,,,,,,,,,9.4,2006,6.87,7.4,,24.5,
2006-06-07,,6,0.35,,,,,,,,,,,,9,2006,12.22,7.3,,21.5,
2006-06-13,,6,0.13,0.02,7.4,2.98,,,,,,3.12,,,9.4,2006,10.25,7.3,,19,
2006-06-14,,6,0.11,,,,,,,,,,,,9.3,2006,7.34,7.2,,20.5,
2006-06-15,,6,0.15,,,,,,,,,,,,10,2006,9.22,7.2,,22.5,
2006-06-21,,6,0.18,0.02,6.3,5.03,,,,,,5.21,,,8.1,2006,6.58,7.1,,25,
2006-06-22,,6,0.17,,,,,,,,,,,,9.4,2006,11.12,7.2,,25.5,
2006-06-23,,6,0.18,,,,,,,,,,,,10.7,2006,8.39,7.1,,26,
2006-06-27,,6,0.14,,,,,,,,,,,,10.5,2006,10.13,7.1,,24,
2006-06-28,,6,0.15,0.02,8,3.56,,,,,,3.71,,,8.5,2006,7.43,7,,24,
2006-06-29,,6,0.1,,,,,,,,,,,,8.8,2006,6.98,7.1,,24.5,
2006-07-04,,7,0.11,0.01,7.4,3.71,4.929,,,,,3.82,,5.3,11.8,2006,11.4,7.3,,20.5,
2006-07-05,,7,0.12,,,,,,,,,,,,6.6,2006,0.75,7.1,,23,
2006-07-06,,7,0.08,,,,,,,,,,,,10,2006,8.8,7.1,,22,
2006-07-10,,7,0.09,0.01,6.9,4.25,,,,,,4.34,,,10.8,2006,8.16,7.1,,24.5,
2006-07-11,,7,0.09,,,,,,,,,,,,11,2006,12.55,7.1,,22.5,
2006-07-12,,7,0.09,,,,,,,,,,,,8.8,2006,4.39,7.5,,23.5,
2006-07-18,,7,0.11,0.02,6.7,5.72,,,,,,5.84,,,9,2006,10.58,7.3,,26,
2006-07-19,,7,0.1,,,,,,,,,,,,9.5,2006,5.87,6.9,,26,
2006-07-20,,7,0.08,,,,,,,,,,,,8.6,2006,7.95,7.1,,27,
2006-07-26,,7,0.11,,,,,,,,,,,,7.5,2006,6.14,7,,27,
2006-07-27,,7,0.08,0.01,7.4,4.5,,,,,,4.58,,,10,2006,7.09,7.1,,26,
2006-07-28,,7,0.09,,,,,,,,,,,,8.8,2006,9.93,7.3,,24,
2006-08-03,,8,0.13,0.01,7.5,4.68,5.115,,,,,4.81,,5.5,8.6,2006,6.62,7,,22.5,
2006-08-04,,8,0.12,,,,,,,,,,,,11,2006,11.63,7.4,,21,
2006-08-08,,8,0.14,0.02,8.1,5.38,,,,,,5.52,,,10.5,2006,11.5,7.2,,21,
2006-08-09,,8,0.15,,,,,,,,,,,,11.4,2006,4.14,7.2,,25,
2006-08-10,,8,0.16,,,,,,,,,,,,8,2006,11.14,7.2,,24.5,
2006-08-15,,8,0.11,0.01,5.5,4.18,,,,,,4.29,,,10.8,2006,9.69,7.2,,23,
2006-08-16,,8,0.13,,,,,,,,,,,,7.3,2006,6.93,7.4,,23,
2006-08-17,,8,0.1,,,,,,,,,,,,8.4,2006,2.37,7.3,,23,
2006-08-21,,8,0.18,0.01,6.1,3.28,,,,,,3.46,,,10,2006,10.24,7.2,,21.5,
2006-08-22,,8,0.2,,,,,,,,,,,,10.3,2006,11.18,7.3,,21,
2006-08-23,,8,0.22,,,,,,,,,,,,10,2006,8.91,7.3,,21,
2006-08-27,,8,0.21,0.02,7.6,3.87,,,,,,4.09,,,7.2,2006,13.74,7.3,,21.5,
2006-08-28,,8,0.17,,,,,,,,,,,,9.8,2006,10.72,7.3,,22.5,
2006-08-29,,8,0.17,,,,,,,,,,,,10.4,2006,11.92,7.2,,21,
2006-09-06,,9,0.21,0.03,10.9,4.08,5.673,,,,,4.29,,6.1,10,2006,9.85,7.1,,21.5,
2006-09-07,,9,0.22,,,,,,,,,,,,11.4,2006,11.12,7.2,,22,
2006-09-08,,9,0.16,,,,,,,,,,,,11,2006,11.85,7.2,,21,
2006-09-12,,9,0.12,0.02,12.2,3.89,,,,,,4,,,7.6,2006,7.74,6.9,,24,
2006-09-13,,9,0.11,,,,,,,,,,,,7,2006,10.71,7.3,,23.5,
2006-09-18,,9,0.09,0.03,12.6,3.19,,,,,,3.28,,,8,2006,10.95,7.1,,20.5,
2006-09-19,,9,0.13,,,,,,,,,,,,7,2006,7.76,7.2,,21,
2006-09-20,,9,0.17,,,,,,,,,,,,7.4,2006,6.69,7.3,,22,
2006-09-24,,9,0.13,0.02,11,3.71,,,,,,3.84,,,9.6,2006,6.26,7.1,,21.5,
2006-09-25,,9,0.17,,,,,,,,,,,,8,2006,13.69,7.1,,20,
2006-09-26,,9,0.44,,,,,,,,,,,,9,2006,7.5,7.3,,22.5,
2006-10-04,,10,0.08,0.01,9.6,4.37,2.325,,,,,4.45,,2.5,10,2006,15.49,7.2,,18.5,
2006-10-05,,10,0.12,,,,,,,,,,,,10.6,2006,9.27,7.3,,18,
2006-10-06,,10,0.09,,,,,,,,,,,,9.6,2006,9.12,6.9,,18,
2006-10-10,,10,1.03,0.06,10.1,4.16,,,,,,5.19,,,6.3,2006,20.59,7.1,,18.5,
2006-10-11,,10,1.37,,,,,,,,,,,,6.2,2006,20.49,7,,18.5,
2006-10-12,,10,2.26,,,,,,,,,,,,6.9,2006,20.73,7.1,,18.5,
2006-10-16,,10,1.52,0.12,14.1,4.8,,,,,,6.32,,,5.6,2006,15.36,7.1,,16.5,
2006-10-17,,10,1.7,,,,,,,,,,,,6,2006,10.98,7,,16.5,
2006-10-18,,10,0.22,,,,,,,,,,,,6.4,2006,2.98,,,,
2006-10-22,,10,1.1,0.1,16.5,4.26,,,,,,5.36,,,6.2,2006,11.69,6.9,,19,
2006-10-23,,10,0.98,,,,,,,,,,,,6.8,2006,12.04,7,,18,
2006-10-24,,10,0.88,,,,,,,,,,,,5.6,2006,14.4,6.9,,18.5,
2006-11-01,,11,3.63,0.21,16.8,3.73,4.557,,,,,7.36,,4.9,7.6,2006,9.66,6.8,,16,
2006-11-02,,11,3.64,,,,,,,,,,,,7,2006,14.81,6.9,,16,
2006-11-03,,11,2.99,,,,,,,,,,,,8.2,2006,10.98,6.9,,18.5,
2006-11-07,,11,3.31,0.33,19.7,4.35,,,,,,7.66,,,6.8,2006,12.25,6.9,,19,
2006-11-08,,11,4.05,,,,,,,,,,,,7,2006,12.69,7.3,,19.5,
2006-11-09,,11,5.63,,,,,,,,,,,,7.8,2006,10.83,7.2,,16.5,
2006-11-13,,11,7.33,0.42,17.5,2.77,,,,,,10.1,,,8.3,2006,9.79,7.1,,14.5,
2006-11-14,,11,6.63,,,,,,,,,,,,8,2006,12.99,7.1,,15,
2006-11-15,,11,6.74,,,,,,,,,,,,8,2006,13.48,7.1,,14.5,
2006-11-19,,11,6.3,0.58,18.4,3.6,,,,,,9.9,,,8.4,2006,13.08,7,,16,
2006-11-20,,11,5.7,,,,,,,,,,,,8,2006,13.16,7.1,,16.5,
2006-11-21,,11,4.94,,,,,,,,,,,,6.8,2006,11.44,6.9,,17,
2006-11-27,,11,7.76,0.6,14.9,3.94,,,,,,11.7,,,9.4,2006,9.93,7,,11.5,
2006-11-28,,11,7.11,,,,,,,,,,,,10.5,2006,11.56,7.1,,10.5,
2006-11-29,,11,7.77,,,,,,,,,,,,12.4,2006,13.15,7.1,,10,
2006-12-04,,12,7.03,0.74,17.2,3.01,3.999,,,,,10.04,,4.3,14,2006,8.71,7,,10.5,
2006-12-05,,12,7.32,,,,,,,,,,,,10,2006,12.48,7,,10.5,
2006-12-06,,12,6.84,,,,,,,,,,,,10.3,2006,14.35,7.1,,10.5,
2006-12-12,,12,4.12,0.82,19.5,3.68,,,,,,7.8,,,12.4,2006,13.02,7,,13,
2006-12-13,,12,3.77,,,,,,,,,,,,9.6,2006,14,6.9,,14.5,
2006-12-14,,12,2.78,,,,,,,,,,,,9,2006,14.72,6.9,,16,
2006-12-17,,12,4.64,0.64,16.8,3.36,,,,,,8,,,18.5,2006,14.22,7,,10.4,
2006-12-26,,12,2.82,0.65,18.8,1.69,,,,,,4.51,,,17.1,2006,10.35,6.9,,11.5,
2007-01-03,,1,4.83,0.53,19.7,2.31,3.348,,,,,7.14,,3.6,10,2007,9.68,6.9,,12.5,
2007-01-04,,1,3.97,,,,,,,,,,,,10,2007,14.76,7,,13,
2007-01-05,,1,6.71,,,,,,,,,,,,11,2007,14.89,7.1,,10,
2007-01-08,,1,5.85,0.76,17.4,3.84,,,,,,9.69,,,13,2007,16.81,7,,10.5,
2007-01-09,,1,6.59,,,,,,,,,,,,14,2007,16.08,7,,11,
2007-01-10,,1,6.18,,,,,,,,,,,,16,2007,9.35,7,,11.5,
2007-01-16,,1,10.5,0.7,15,4.5,,,,,,15,,,16.8,2007,16.06,7,,7,
2007-01-17,,1,9.09,,,,,,,,,,,,23.5,2007,14.58,7.2,,7.5,
2007-01-18,,1,7.46,,,,,,,,,,,,12.4,2007,10.25,7,,9,
2007-01-22,,1,2.52,0.3,20,4.48,,,,,,7,,,20,2007,14.03,6.9,,9.5,
2007-01-23,,1,1.29,,,,,,,,,,,,17.3,2007,11.57,6.9,,10,
2007-01-24,,1,0.92,,,,,,,,,,,,18,2007,8.94,6.9,,10.5,
2007-01-28,,1,0.65,0.08,19.5,4.95,,,,,,5.6,,,20.7,2007,12.35,7,,13,
2007-01-29,,1,0.99,,,,,,,,,,,,15,2007,10.31,7.1,,13.5,
2007-01-30,,1,1.8,,,,,,,,,,,,14.5,2007,8.55,7.1,,13.5,
2007-02-06,,2,2.71,0.18,17.2,6.06,,,,,,8.77,,,8.9,2007,12.63,7.1,,13.5,
2007-02-07,,2,3.74,,,,,,,,,,,,8.9,2007,10.05,7.1,,14.5,
2007-02-08,,2,4.33,,,,,,,,,,,,9.8,2007,13.97,7.1,,15,
2007-02-12,,2,5.37,0.27,17.4,5.16,3.906,,,,,10.53,,4.2,8.6,2007,16.53,7.2,,14.5,
2007-02-13,,2,4.84,,,,,,,,,,,,8.1,2007,16.59,7.2,,14,
2007-02-14,,2,5.14,,,,,,,,,,,,8,2007,15.31,7.1,,14,
2007-02-20,,2,1.83,0.39,19.1,4.96,,,,,,6.79,,,12,2007,15.79,7.1,,15,
2007-02-21,,2,1.78,,,,,,,,,,,,10.8,2007,15.91,7.1,,15,
2007-02-22,,2,1.77,,,,,,,,,,,,12.4,2007,15.04,7.1,,14,
2007-02-25,,2,1.21,0.37,17.6,4.26,,,,,,5.47,,,16,2007,16.17,7.2,,13.5,
2007-02-26,,2,1.07,,,,,,,,,,,,14.7,2007,15.86,7.2,,13,
2007-02-27,,2,1.13,,,,,,,,,,,,12,2007,10.04,7.3,,13,
2007-03-05,,3,0.43,0.13,16.9,3,,,,,,3.43,,,8.4,2007,16.19,7.1,,16,
2007-03-06,,3,0.49,,,,,,,,,,,,12,2007,16.89,7.2,,17,
2007-03-07,,3,0.53,,,,,,,,,,,,10.8,2007,11.81,7.2,,17,
2007-03-13,,3,0.56,,,,,,,,,,,,9.1,2007,15.56,7.1,,21,
2007-03-14,,3,0.97,0.4,14.2,4.57,,,,,,5.54,,,11.6,2007,11.21,7.1,,20.5,
2007-03-15,,3,0.97,,,,,,,,,,,,12.8,2007,15.79,7.1,,19,
2007-03-20,,3,1.04,0.45,13.9,3.26,,,,,,4.3,,,11.5,2007,13.27,7.2,,19,
2007-03-21,,3,0.64,,,,,,,,,,,,13,2007,9.95,7.1,,18.5,
2007-03-22,,3,0.29,,,,,,,,,,,,17.9,2007,13.18,7.1,,17,
2007-03-25,,3,0.55,0.19,12.5,4.48,2.976,,,,,5.03,,3.2,18.5,2007,15.59,7.2,,19,
2007-03-26,,3,0.78,,,,,,,,,,,,14,2007,14.6,7.1,,18.5,
2007-03-27,,3,2.5,,,,,,,,,,,,13,2007,13.28,7.3,,15,
2007-04-02,,4,0.58,0.25,11.8,7.3,2.976,,,,,7.88,,3.2,12.9,2007,7.81,7.2,,17,
2007-04-09,,4,0.4,0.1,12.4,3.44,,,,,1124,3.84,,,10.4,2007,12.55,7.3,,19,
2007-04-16,,4,0.4,0.07,12.8,,,,,,1038,1.27,,,10.5,2007,13.36,7.1,,15.8,
2007-04-23,,4,0.29,0.08,12,1.18,,,,,1093,1.47,,,8.6,2007,17.19,7.2,,15.5,
2007-05-01,,5,0.2,0.02,12.2,2.57,3.348,,,,1088,2.77,,3.6,9.6,2007,6.66,7.2,,19.8,
2007-05-06,,5,0.16,0.03,10.7,2.42,,,,,1164,2.58,,,10.5,2007,14.36,7.3,,17.9,
2007-05-07,,5,0.21,,,,,,,,,,,,8,2007,9.48,7.1,,21.7,
2007-05-08,,5,0.21,,,,,,,,,,,,8.5,2007,10.47,7.2,,22.1,
2007-05-16,,5,0.11,0.06,8.1,3.08,,,,,1101,3.2,,,9.5,2007,10.61,7.3,,18.1,
2007-05-17,,5,0.11,,,,,,,,,,,,7.9,2007,6.43,7.3,,21.4,
2007-05-18,,5,0.18,,,,,,,,,,,,9.1,2007,12.09,7.3,,19.4,
2007-05-20,,5,0.14,0.04,8.2,1.71,,,,,1090,1.85,,,10.5,2007,10.18,7.4,,20.5,
2007-05-21,,5,0.14,,,,,,,,,,,,8.5,2007,9.95,7.4,,19.2,
2007-05-22,,5,0.12,,,,,,,,,,,,9.9,2007,9.5,7.4,,19.9,
2007-05-29,,5,0.14,0.02,6.1,1.45,,,,,1108,1.59,,,8.6,2007,11.4,7.3,,20.4,
2007-05-30,,5,0.16,,,,,,,,,,,,9,2007,7.09,7.2,,20.7,
2007-05-31,,5,0.11,,,,,,,,,,,,6.8,2007,10.2,7.3,,19.5,
2007-06-04,,6,0.19,0.03,6.5,2.7,4.185,,,,,2.89,,4.5,9,2007,11.21,7.3,,21.1,
2007-06-05,,6,0.15,,,,,,,,,,,,8.5,2007,9.03,7.3,,20.7,
2007-06-06,,6,0.09,,,,,,,,,,,,9.1,2007,11.34,7.3,,18.7,
2007-06-11,,6,0.11,0.02,6.2,2.6,,,,,1094,2.71,,,9.3,2007,9.53,7.2,,20.6,
2007-06-12,,6,0.13,,,,,,,,,,,,6.4,2007,4.08,7.1,,23.4,
2007-06-13,,6,0.15,,,,,,,,,,,,9,2007,8.34,7.2,,24.5,
2007-06-18,,6,0.13,0.01,6.2,2.38,,,,,1045,2.51,,,8.6,2007,9.52,7.2,,22.9,
2007-06-19,,6,0.12,,,,,,,,,,,,8.1,2007,9.08,7.1,,23.3,
2007-06-20,,6,0.15,,,,,,,,,,,,8.4,2007,11.38,7.2,,22.1,
2007-06-25,,6,0.1,0.01,6.2,2.97,,,,,1009,3.07,,,9.4,2007,9.7,7.2,,20.9,
2007-06-26,,6,0.13,,,,,,,,,,,,8.4,2007,8.82,7.3,,21.6,
2007-06-27,,6,0.12,,,,,,,,,,,,8.4,2007,9.68,7.2,,21.5,
2007-07-04,,7,0.08,0.02,7.4,3.52,9.393,,,,,3.6,,10.1,9,2007,10.16,7.2,,22.5,
2007-07-05,,7,0.1,,,,,,,,1021,,,,9.2,2007,8.78,7.1,,24.9,
2007-07-06,,7,0.12,,,,,,,,,,,,10.2,2007,7.6,7,,25.3,
2007-07-10,,7,0.07,0.01,9.3,2.83,,,,,,2.9,,,9,2007,8.14,7,,22.7,
2007-07-11,,7,0.07,,,,,,,,958,,,,9,2007,8.97,7,,22.1,
2007-07-12,,7,0.14,,,,,,,,,,,,7.9,2007,5.81,7.1,,23.2,
2007-07-17,,7,0.16,0.01,18.4,2.44,,,,,933,2.6,,,8.5,2007,8.91,6.9,,22.7,
2007-07-18,,7,0.09,,,,,,,,,,,,8,2007,11.14,7.2,,23,
2007-07-19,,7,0.12,,,,,,,,,,,,8.8,2007,9.29,7,,21.8,
2007-07-24,,7,0.08,0.01,10.2,5.42,,,,,,5.5,,,6.8,2007,11.18,7.2,,23.4,
2007-07-25,,7,0.15,,,,,,,,923,,,,7.6,2007,8.53,7.1,,22.8,
2007-07-26,,7,0.13,,,,,,,,,,,,7.6,2007,6.81,7,,23,
2007-08-01,,8,0.11,0.01,10.1,3.33,4.743,,,,,3.44,,5.1,7.6,2007,10.05,7.2,,22.7,
2007-08-02,,8,0.14,,,,,,,,942,,,,8,2007,6.94,7.1,,25.4,
2007-08-03,,8,0.17,,,,,,,,,,,,8.6,2007,10.51,7.1,,22.4,
2007-08-07,,8,0.18,0.02,11.7,5.94,,,,,,6.12,,,8,2007,6.94,7.2,,21.4,
2007-08-08,,8,0.19,,,,,,,,599,,,,9.4,2007,9.97,7.2,,20.9,
2007-08-09,,8,0.2,,,,,,,,,,,,8.6,2007,10.45,7.1,,21.9,
2007-08-13,,8,0.21,0.03,9,5.89,,,,,,6.11,,,8.5,2007,11.44,7.1,,20.8,
2007-08-14,,8,0.35,,,,,,,,885,,,,9.1,2007,10.56,7.4,,22,
2007-08-15,,8,0.39,,,,,,,,,,,,7.9,2007,11.89,7.1,,21.5,
2007-08-20,,8,0.52,0.11,9.6,3.48,,,,,967,4,,,9,2007,10.16,7,,23.4,
2007-08-22,,8,1.03,,,,,,,,,,,,8.3,2007,7.22,7.1,,24.4,
2007-08-31,,8,0.32,,,,,,,,,,,,7,2007,6.71,,,,
2007-09-04,,9,0.21,0.02,16.1,3.15,5.673,,,,859,3.36,,6.1,7.8,2007,9.65,7.1,,23.5,
2007-09-05,,9,0.14,,,,,,,,,,,,4.4,2007,4.6,7.2,,25.9,
2007-09-06,,9,0.2,,,,,,,,,,,,7.3,2007,6.99,7.1,,24.4,
2007-09-11,,9,0.19,0.01,15.5,3.08,,,,,937,3.26,,,7.8,2007,6.95,7.1,,21.7,
2007-09-12,,9,0.37,,,,,,,,,,,,6.6,2007,9.4,7.1,,20.9,
2007-09-13,,9,2.32,,,,,,,,,,,,7,2007,7.07,7.1,,21.3,
2007-09-19,,9,,0.26,13.7,,,,,,890,4.52,,,6.8,2007,8.48,7.2,,21,
2007-09-24,,9,,0.3,15.7,,,,,,888,4.46,,,7.3,2007,10.36,7.1,,19.8,
2007-10-02,,10,1.8,0.53,15.2,4.28,5.58,,,,942,6.08,,6,7,2007,9.91,7,,19.5,
2007-10-08,,10,5.43,0.68,13.2,1.44,6.324,,,,969,6.87,,6.8,7.5,2007,8.94,7,,19.3,
2007-10-16,,10,3.42,0.75,15,2.08,,,,,993,5.5,,,7,2007,11.09,7,,17.9,
2007-10-22,,10,3.3,0.71,14.3,2.3,,,,,1150,5.6,,,14,2007,9.98,7,,17.1,
2007-10-28,,10,4.13,0.31,15.6,1.67,,,,,,5.8,,,6,2007,5.63,6.9,,19.3,
2007-11-05,,11,8.44,1.23,10,2.68,5.208,,,,967,11.12,,5.6,9.1,2007,18.43,7.1,,18.1,
2007-11-12,,11,6.8,1.08,11.2,4.01,,,,,1050,10.81,,,10.2,2007,17.53,7.1,,16.4,
2007-11-18,,11,8.36,1,12.5,1.35,,,,,1047,9.71,,,9,2007,11.08,7.1,,18.4,
2007-11-26,,11,8.48,0.85,11.9,2.56,,,,,1054,11.04,,,14,2007,13.43,7.1,,13.1,
2007-12-03,,12,10.2,0.79,13,2.97,2.232,,,,1103,13.17,,2.4,16.1,2007,13.05,7.1,,13.4,
2007-12-10,,12,11.4,0.66,9.7,2.88,,,,,1090,14.28,,,18,2007,18.76,7.2,,13.4,
2007-12-17,,12,11.1,0.98,11.3,1.42,,,,,1048,12.52,,,16,2007,16.5,7.1,,12.9,
2008-01-02,,1,9.6,0.77,10.5,0.6,2.976,,,,1034,9.66,,3.2,18,2008,13.84,7.1,,10.3,
2008-01-07,,1,7.1,1.03,10.2,3.85,,,,,920,10.95,,,16.3,2008,21.09,6.9,,12.6,
2008-01-14,,1,5.6,1.06,11.5,2.94,,,,,910,8.54,,,15,2008,17.98,7.1,,12.2,
2008-01-21,,1,9,0.79,9.7,0.29,,,,,958,9.29,,,11.7,2008,19.37,7.3,,9.9,
2008-01-27,,1,9.11,1.18,11.3,2.5,,,,,820,11.6,,,10,2008,20.4,7.2,,13.2,
2008-02-01,,2,10.2,,,,,,,,900,,,,7.3,2008,14.38,7.3,,10.5,
2008-02-04,,2,8.42,0.84,11.4,2.65,2.976,,,,871,11.07,,3.2,8,2008,18.06,7.3,,12,
2008-02-11,,2,3.52,0.74,14.8,3.46,3.162,,,,858,6.98,,3.4,9.5,2008,17.04,7.3,,16,
2008-02-18,,2,3.78,0.86,14.8,2.79,,,,,892,6.57,,,9,2008,17.57,7.1,,12.4,
2008-02-25,,2,3.95,0.73,14.8,2.49,,,,,836,6.44,,,10,2008,16.39,7.1,,12.9,
2008-03-03,,3,1.07,0.2,16.3,1.62,3.069,,,,888,2.69,,3.3,8.3,2008,12.13,7,,14.8,
2008-03-10,,3,0.49,0.15,15,12.71,,,,,895,13.2,,,8.7,2008,14.38,7.1,,17.3,
2008-03-17,,3,0.68,0.12,13.7,3.09,,,,,920,3.77,,,14,2008,14.58,7,,14.4,
2008-03-24,,3,0.92,0.09,12.8,4.26,,,,,909,5.18,,,11,2008,11.89,7.2,,16.6,
2008-04-01,,4,0.66,0.08,11,4.19,2.604,,,,932,4.85,,2.8,10,2008,13.7,7.1,,15.3,
2008-04-07,,4,0.22,0.03,9.6,5.65,,,,,730,5.87,,,14.3,2008,15.81,7.1,,14.5,
2008-04-13,,4,0.64,0.02,6.3,5.31,,,,,,5.94,,,9.3,2008,18.28,7.1,,20.9,
2008-04-21,,4,0.27,0.02,5.8,2.55,,,,,916,2.82,,,9,2008,9.1,7.4,,14.2,
2008-04-28,,4,0.22,0.01,5.6,2.86,,,,,,3.08,,,7.8,2008,15.72,7.4,,20.2,
